"","Year","Name","Team","POS","GP","AB","PA","LOB","SH","SF","GO","AO","GO/AO","BABIP","AB/HR","K%","BB%","BB/K","wOBA","wRAA","wRC","wRC+"
"1386","2024","Aldrem Corredor","MVA","1B",88,329,379,147,0,2,89,75,"1.19",".376","23.50",14.2,12.7,88.9,0.426,36.7,90,105
"1387","2024","Franklin Barreto","MEX","CF",76,321,372,117,2,0,70,44,"1.59",".456","20.06",26.6,12.1,45.5,0.444,41.9,94,78
"1388","2024","Jesus Loya","CHI","LF",37,108,118,43,1,2,28,32,"0.88",".372","54.00",11.9,5.9,50,0.365,5.2,22,80
"1389","2024","Victor Marquez","DUR","SS",17,38,47,9,3,0,12,8,"1.50",".433","-.--",17,12.8,75,0.38,2.7,9,87
"1390","2024","Andretty Cordero","AGS","1B",90,363,402,145,4,4,100,95,"1.05",".365","25.93",12.9,7.2,55.8,0.402,30.5,87,95
"1391","2024","Nicholas Torres","LAG","RF",85,320,373,134,0,4,77,53,"1.45",".420","21.33",22.8,11.5,50.6,0.428,36.8,89,110
"1392","2024","Carlos Sepulveda","MEX","2B",58,153,184,72,3,0,54,30,"1.80",".386","153.00",10.9,13.6,125,0.407,14.8,41,74
"1393","2024","Danry Vasquez","LAR","RF",87,330,374,148,1,2,92,72,"1.28",".394","55.00",15.2,10.2,66.7,0.415,32.7,85,112
"1394","2024","Roel Santos","TAB","CF",55,214,248,80,3,2,60,54,"1.11",".383","71.33",13.3,10.5,78.8,0.402,18.8,54,124
"1395","2024","Miguel Guzman","PUE","1B",87,339,364,96,4,4,112,89,"1.26",".350","42.38",8.8,4.1,46.9,0.372,18.1,69,90
"1396","2024","Albert Lara","LAG","SS",52,143,158,56,4,1,48,30,"1.60",".388","143.00",13.9,5.7,40.9,0.367,7.2,29,114
"1397","2024","Alen Hanson","QRO","2B",80,328,359,137,4,4,80,94,"0.85",".356","20.50",14.5,5.6,38.5,0.399,26.3,77,81
"1398","2024","Braxton Davidson","SLT","X",2,3,3,3,0,0,0,0,"-.--","1.000","-.--",66.7,0,0,0.31,0,0,Inf
"1399","2024","Xavier Fernández","MEX","C",7,18,22,8,0,1,3,7,"0.43",".375","-.--",13.6,13.6,100,0.367,1,4,72
"1400","2024","Amilcar Gomez","AGS","RF",33,18,21,6,0,0,2,5,"0.40",".462","-.--",23.8,9.5,40,0.377,1.1,4,96
"1401","2024","Kelvin Gutiérrez","QRO","SS",87,321,370,146,0,5,115,50,"2.30",".368","29.18",14.6,10,68.5,0.403,28.4,81,81
"1402","2024","Diago Machado","TIJ","RF",3,3,3,2,0,0,1,0,"1.00",".500","-.--",33.3,0,0,0.31,0,0,Inf
"1403","2024","Daniel Mercado","PUE","C",6,3,3,2,0,0,2,0,"2.00",".333","-.--",0,0,NA,0.31,0,0,Inf
"1404","2024","José Pirela","MEX","RF",23,75,87,32,0,1,24,13,"1.85",".383","37.50",16.1,6.9,42.9,0.402,6.6,19,73
"1405","2024","Arturo Rodriguez","SLT","C",22,51,61,14,3,3,9,21,"0.43",".372","51.00",16.4,6.6,40,0.364,2.6,11,98
"1406","2024","Cristian Santana","CHI","1B",43,168,179,65,0,1,45,35,"1.29",".389","33.60",18.4,4.5,24.2,0.375,9.4,35,81
"1407","2024","Roy Morales","TAB","C",57,166,185,75,2,1,53,50,"1.06",".353","-.--",5.9,5.9,100,0.361,7.4,34,128
"1408","2024","Fernando Villegas","SLT","RF",88,317,368,148,1,5,86,80,"1.08",".358","26.42",14.4,9.5,66,0.406,29.2,81,97
"1409","2024","Diosbel Arias","MEX","3B",47,174,196,91,2,0,46,34,"1.35",".400","34.80",19.9,10.2,51.3,0.394,13.5,41,73
"1410","2024","Manuel Boscan","DUR","2B",92,336,387,154,1,2,97,86,"1.13",".355","33.60",11.9,9.8,82.6,0.403,29.7,84,85
"1411","2024","Alan Garcia","LEO","X",40,98,107,40,1,2,21,28,"0.75",".385","49.00",18.7,5.6,30,0.359,4.1,19,84
"1412","2024","Renato Núñez","OAX","DH",13,49,54,16,0,0,14,11,"1.27",".342","16.33",14.8,7.4,50,0.411,4.5,12,93
"1413","2024","Zoilo Almonte","MTY","LF",78,307,336,131,0,3,77,66,"1.17",".353","13.96",19.9,7.1,35.8,0.418,30.2,78,96
"1414","2024","Jonathan Villar","LAG","3B",84,326,376,126,8,1,119,54,"2.20",".384","108.67",14.9,9.8,66.1,0.376,20,73,112
"1415","2024","Juan Carlos Gamboa","MEX","SS",74,256,304,118,4,0,61,58,"1.05",".398","36.57",19.1,13.2,69,0.41,25.2,68,75
"1416","2024","Phillip Evans","TIJ","3B",19,68,79,40,0,0,14,22,"0.64",".345","22.67",12.7,11.4,90,0.408,6.4,18,112
"1417","2024","Ramón Flores","MEX","RF",57,161,191,72,0,1,42,37,"1.14",".392","161.00",16.2,14.7,90.3,0.396,13.5,40,74
"1418","2024","Carlos Munoz","AGS","1B",19,31,38,8,0,1,7,10,"0.70",".292","10.33",13.2,13.2,100,0.458,4.7,10,96
"1419","2024","Magneuris Sierra","MVA","CF",61,252,277,58,8,1,76,56,"1.36",".380","50.40",17.3,5.4,31.2,0.371,13.6,53,105
"1420","2024","Ramon Rios","AGS","2B",79,299,323,146,6,1,117,77,"1.52",".329","74.75",5,4,81.2,0.346,8.8,54,94
"1421","2024","J.J. Matijevic","DUR","LF",69,243,274,107,0,2,67,46,"1.46",".399","81.00",19.7,9.9,50,0.38,15.6,54,84
"1422","2024","Ali Castillo","LAR","2B",92,371,417,162,3,4,127,106,"1.20",".333","92.75",6.2,8.9,142.3,0.364,17.9,77,114
"1423","2024","Julian Ornelas","MEX","LF",79,306,343,154,0,5,77,83,"0.93",".339","19.12",15.5,8.7,56.6,0.401,25.8,74,74
"1424","2024","Harold Castro","TIJ","2B",84,331,363,141,5,2,77,98,"0.79",".370","55.17",15.7,6.6,42.1,0.362,14.9,66,119
"1425","2024","Marco Chicuate","LEO","C",66,222,246,104,4,0,67,42,"1.60",".393","74.00",18.7,7.7,41.3,0.36,9.7,44,84
"1426","2024","Juan Kirk","PUE","C",56,122,141,44,5,3,36,34,"1.06",".369","122.00",14.9,5.7,38.1,0.346,3.8,24,87
"1427","2024","Yorman Rodriguez","LEO","C",45,138,157,59,3,1,54,27,"2.00",".333","27.60",10.8,8.3,76.5,0.385,9.6,32,84
"1428","2024","Addison Russell","MVA","SS",82,314,363,146,0,2,79,83,"0.95",".365","44.86",14.9,12.4,83.3,0.389,23.5,75,105
"1429","2024","Yonathan Daza","OAX","CF",85,352,380,186,5,5,119,79,"1.51",".359","88.00",13.7,3.7,26.9,0.341,8.6,62,90
"1430","2024","Greg Bird","JAL","1B",72,262,306,148,0,5,67,78,"0.86",".310","14.56",12.7,10.1,79.5,0.424,29.1,72,87
"1431","2024","Sebastián Elizalde","MTY","LF",86,329,374,134,1,4,91,103,"0.88",".332","41.12",9.6,10.4,108.3,0.377,20.3,73,96
"1432","2024","Leobaldo Piña","CHI","3B",85,329,369,128,1,2,90,88,"1.02",".366","164.50",13.6,9.2,68,0.366,16.4,68,82
"1433","2024","Kennys Vargas","LAR","DH",88,323,382,160,0,2,66,61,"1.08",".407","21.53",25.1,13.4,53.1,0.416,33.7,88,111
"1434","2024","Yasiel Puig","VER","RF",63,223,261,99,0,1,47,63,"0.75",".321","12.39",16.9,9.6,56.8,0.443,29.2,66,106
"1435","2024","Seuly Matias","CHI","CF",21,67,79,29,0,1,16,11,"1.45",".400","22.33",25.3,8.9,35,0.409,6.5,18,83
"1436","2024","Tomás Telis","AGS","C",62,201,231,83,4,2,80,35,"2.29",".358","201.00",12.6,9.1,72.4,0.354,7.9,40,95
"1437","2024","Ramon Hernandez","MVA","3B",82,329,364,157,0,2,64,92,"0.70",".342","14.96",19.8,6.9,34.7,0.41,30.2,82,104
"1438","2024","Manuel Orduno","VER","2B",12,16,18,9,0,0,5,3,"1.67",".385","-.--",16.7,5.6,33.3,0.355,0.6,3,114
"1439","2024","Brandon Villarreal","SLT","LF",59,160,185,48,5,1,61,31,"1.97",".365","-.--",13,4.9,37.5,0.349,5.5,32,95
"1440","2024","Yadir Drake","YUC","RF",69,260,289,124,5,2,85,74,"1.15",".303","18.57",9.3,6.9,74.1,0.389,18.7,59,118
"1441","2024","Yariel Gonzalez","OAX","3B",65,244,265,101,0,2,60,69,"0.87",".335","22.18",15.5,7.2,46.3,0.38,15,52,92
"1442","2024","Norberto Obeso","YUC","LF",61,212,257,91,1,0,76,36,"2.11",".366","106.00",13.6,16.3,120,0.394,17.7,54,117
"1443","2024","Ciro Norzagaray","PUE","2B",43,74,82,36,1,0,25,13,"1.92",".383","-.--",17.1,8.5,50,0.347,2.3,14,87
"1444","2024","Victor Mendoza","MTY","DH",72,268,314,128,0,4,75,60,"1.25",".345","22.33",17.2,13.4,77.8,0.405,24.7,69,96
"1445","2024","Moises Gutierrez","MEX","3B",55,155,179,78,4,2,29,31,"0.94",".417","19.38",29.6,9.5,32.1,0.399,13.1,38,74
"1446","2024","Jesse Castillo","QRO","1B",78,288,334,135,0,4,64,108,"0.59",".320","36.00",9.3,11.7,125.8,0.38,19,66,80
"1447","2024","Anthony García","AGS","RF",76,256,300,132,1,3,56,66,"0.85",".346","17.07",19.7,11.3,57.6,0.415,26.2,68,96
"1448","2024","Ramon Mora","LAG","SS",7,13,15,5,0,1,1,8,"0.13",".308","-.--",6.7,6.7,100,0.299,-0.2,2,113
"1449","2024","Nomar Mazara","MTY","RF",70,270,313,127,0,4,64,74,"0.86",".349","30.00",16.9,10.9,64.2,0.389,20.2,64,96
"1450","2024","Luis Barrera","OAX","RF",71,268,305,90,7,1,96,54,"1.78",".356","89.33",14.4,8.9,61.4,0.367,13.9,57,91
"1451","2024","Francisco Hernandez","LAG","RF",37,36,41,21,1,0,11,9,"1.22",".367","-.--",14.6,4.9,33.3,0.364,1.8,8,106
"1452","2024","Leonys Martin","QRO","RF",82,308,366,159,0,2,50,73,"0.68",".346","10.62",25.4,12.8,50.5,0.45,43.1,95,84
"1453","2024","Allen Córdoba","LAG","CF",84,273,338,101,10,3,98,60,"1.63",".348","68.25",13.3,11.5,86.7,0.386,21,69,111
"1454","2024","Carlos Soto","MTY","C",62,145,177,59,0,2,36,29,"1.24",".381","36.25",21.5,15.8,73.7,0.394,12.2,37,96
"1455","2024","Santiago Chávez","MVA","C",37,89,103,37,2,2,20,18,"1.11",".400","29.67",27.2,9.7,35.7,0.368,4.8,19,108
"1456","2024","Taylor Motter","YUC","3B",40,152,165,80,0,1,23,44,"0.52",".343","13.82",24.2,7.3,30,0.396,11.7,35,117
"1457","2024","Cade Gotta","LAR","CF",93,367,433,133,0,3,102,91,"1.12",".350","52.43",15.2,13.2,86.4,0.38,24.6,86,113
"1458","2024","Jack Mayfield","TIJ","SS",69,268,298,100,2,1,60,82,"0.73",".352","53.60",16.1,8.1,50,0.357,10.9,53,119
"1459","2024","Ramiro Pena","MTY","2B",74,278,324,109,13,1,85,86,"0.99",".328","39.71",11.4,8.3,73,0.372,16.1,62,95
"1460","2024","Yairo Muñoz","LAR","3B",56,202,224,106,0,4,63,47,"1.34",".337","40.40",15.6,7.6,48.6,0.348,6.5,38,116
"1461","2024","Daniel Castro","MTY","2B",39,106,119,56,2,2,40,27,"1.48",".323","106.00",9.2,7.6,81.8,0.334,2,19,94
"1462","2024","Dwight Smith Jr.","JAL","CF",79,265,321,105,1,3,60,66,"0.91",".356","24.09",19.6,15.9,81,0.408,26.1,71,86
"1463","2024","José Peraza","YUC","2B",79,315,343,151,1,4,95,103,"0.92",".309","45.00",7.9,5.8,74.1,0.341,7.8,56,122
"1464","2024","Herlis Rodriguez","VER","CF",90,355,414,112,3,2,102,75,"1.36",".370","71.00",18.4,10.9,59.2,0.37,19.9,78,109
"1465","2024","Cristhian Adames","PUE","SS",88,312,368,104,1,0,105,65,"1.62",".340","44.57",13.3,14.4,108.2,0.39,24.1,76,90
"1466","2024","Christian Villanueva","MTY","1B",71,259,292,126,0,4,67,68,"0.99",".341","32.38",17.1,7.5,44,0.37,14,55,96
"1467","2024","Francisco Peña","CAM","C",75,236,273,87,3,1,77,57,"1.35",".338","59.00",12.8,10.3,80,0.361,11,49,113
"1468","2024","Roberto Valenzuela","MTY","3B",81,296,330,150,1,0,97,73,"1.33",".321","32.89",11.5,8.8,76.3,0.379,18.5,65,96
"1469","2024","Carlos Castro","TIG","C",42,163,173,73,0,0,40,32,"1.25",".333","12.54",24.3,4.6,19,0.401,13,37,124
"1470","2024","Jermaine Palacios","MTY","SS",68,243,260,125,2,1,57,51,"1.12",".394","60.75",25,4.6,18.5,0.334,4.3,41,95
"1471","2024","Yermín Mercedes","SLT","DH",75,283,317,124,0,1,62,84,"0.74",".336","25.73",16.7,8.5,50.9,0.378,17.4,62,97
"1472","2024","Yadiel Hernandez","LAR","LF",93,340,399,151,0,5,88,77,"1.14",".348","24.29",19.5,13.5,69.2,0.39,26.1,82,113
"1473","2024","Carlos Peguero","VER","DH",8,20,23,13,0,0,2,1,"2.00",".667","-.--",47.8,13,27.3,0.36,0.9,4,112
"1474","2024","Lazaro Alonso","DUR","1B",59,167,200,72,0,1,39,26,"1.50",".393","20.88",26.5,13.5,50.9,0.415,17.5,46,85
"1475","2024","Aneury Tavárez","TIJ","LF",90,375,417,166,4,1,95,91,"1.04",".364","46.88",19.7,6.5,32.9,0.366,18.6,77,119
"1476","2024","Roberto Ramos","OAX","DH",64,201,238,93,0,1,33,52,"0.63",".346","13.40",23.9,14.3,59.6,0.429,23.7,57,93
"1477","2024","Pedro Castellano","OAX","3B",40,94,109,47,1,0,22,13,"1.69",".414","23.50",29.4,11,37.5,0.397,7.8,23,93
"1478","2024","Daniel Palka","LAG","1B",41,141,164,80,0,4,38,30,"1.27",".320","14.10",21.3,11.6,54.3,0.401,12.3,35,112
"1479","2024","Rubén Tejada","YUC","SS",73,235,279,88,0,1,59,64,"0.92",".349","58.75",15.4,13.6,88.4,0.378,15.4,55,117
"1480","2024","Jose Cardona","MTY","CF",83,327,363,125,3,0,98,94,"1.04",".323","46.71",11.3,7.2,63.4,0.36,14.3,65,96
"1481","2024","James Nelson","DUR","3B",85,290,355,153,0,0,70,70,"1.00",".355","32.22",18,16.9,93.8,0.41,29.5,80,85
"1482","2024","Dean Nevarez","LAG","C",53,145,162,53,2,3,39,32,"1.22",".378","145.00",22.2,6.2,27.8,0.326,1.6,24,117
"1483","2024","Francisco Peguero","TAB","LF",73,290,307,118,0,0,100,54,"1.85",".330","29.00",16.3,3.9,24,0.35,9.4,53,130
"1484","2024","David Rodríguez","TIG","DH",73,247,287,91,1,1,71,35,"2.03",".379","27.44",24.4,12.2,50,0.384,17.3,58,124
"1485","2024","Manny Garcia","CHI","RF",76,291,315,116,3,1,80,87,"0.92",".328","48.50",13.3,4.8,35.7,0.347,8.8,53,79
"1486","2024","Aristides Aquino","MEX","RF",59,220,259,101,0,3,43,55,"0.78",".364","24.44",23.2,13.1,56.7,0.39,17,53,73
"1487","2024","Tomo Otosaka","YUC","CF",65,237,290,87,6,1,94,36,"2.61",".361","-.--",15.2,15.9,104.5,0.363,12.2,53,119
"1488","2024","Jimmy Kerrigan","LEO","CF",89,359,401,152,3,4,67,95,"0.71",".361","22.44",24.4,6.7,27.6,0.378,22.1,79,84
"1489","2024","Emmanuel Avila","LEO","3B",69,251,274,127,3,1,82,63,"1.30",".324","41.83",13.1,5.5,41.7,0.341,6.2,45,81
"1490","2024","Edgar Bravo","CAM","LF",43,112,126,55,0,1,23,30,"0.77",".369","56.00",21.4,7.9,37,0.359,4.8,23,110
"1491","2024","Art Charles","YUC","1B",78,252,335,121,0,4,39,48,"0.81",".320","7.64",28.4,22.7,80,0.503,55,102,112
"1492","2024","Donny Sands","TIJ","C",37,120,138,54,0,0,24,27,"0.89",".354","17.14",24.6,13,52.9,0.396,9.8,29,117
"1493","2024","Willians Astudillo","AGS","3B",69,247,277,103,4,2,89,85,"1.05",".289","82.33",2.5,4,157.1,0.335,4.8,44,93
"1494","2024","Rainel Rosario","LEO","LF",77,282,331,144,0,3,76,78,"0.97",".316","25.64",14.8,12.4,83.7,0.381,19.1,66,84
"1495","2024","Leonardo Reginatto","AGS","1B",80,289,332,142,0,3,57,90,"0.63",".332","26.27",18.4,11.1,60.7,0.374,17.1,64,94
"1496","2024","Edwin Espinal","VER","1B",82,310,338,157,0,6,87,105,"0.83",".302","44.29",10.1,5.3,52.9,0.326,3.3,51,110
"1497","2024","Carlos Herrera","CHI","SS",74,279,304,113,6,0,100,60,"1.67",".333","69.75",14.5,5.6,38.6,0.332,4.5,47,78
"1498","2024","Raudy Read","PUE","1B",71,248,264,130,0,2,70,59,"1.19",".299","14.59",18.6,3.8,20.4,0.379,14.8,52,90
"1499","2024","Leobaldo Cabrera","AGS","LF",81,269,315,125,2,3,66,61,"1.08",".342","20.69",21.9,12.4,56.5,0.386,19.5,64,94
"1500","2024","Oswaldo Arcia","SLT","RF",85,265,332,125,0,5,42,83,"0.51",".332","18.93",20.8,15.7,75.4,0.417,29.6,76,97
"1501","2024","Missael Rivera","SLT","2B",87,328,380,134,7,3,96,106,"0.91",".316","82.00",11.1,8.2,73.8,0.346,10.3,64,96
"1502","2024","Rodolfo Amador","MVA","3B",39,77,82,30,0,1,21,23,"0.91",".338","-.--",15.9,2.4,15.4,0.298,-1.2,10,113
"1503","2024","Cesar Cuevas","TIG","SS",3,7,7,4,0,0,2,1,"2.00",".400","-.--",28.6,0,0,0.293,-0.1,1,123
"1504","2024","Luis Juarez","YUC","DH",61,224,251,111,0,2,54,66,"0.82",".310","22.40",16.7,9.2,54.8,0.369,11.8,47,119
"1505","2024","Asael Sanchez","MTY","LF",47,140,167,68,3,0,42,25,"1.68",".354","28.00",21.6,12.6,58.3,0.381,9.6,33,96
"1506","2024","Peter O'Brien","PUE","RF",73,263,302,123,0,3,45,45,"1.00",".396","16.44",33.4,9.3,27.7,0.399,22.2,65,90
"1507","2024","Ariel Sandoval","DUR","CF",42,144,167,74,1,3,36,44,"0.82",".325","48.00",16.2,10.8,66.7,0.346,4.5,28,81
"1508","2024","Jose Heberto Felix","TAB","C",31,81,85,35,3,0,26,25,"1.04",".304","40.50",11.8,0,0,0.304,-0.8,11,143
"1509","2024","Drew Ward","DUR","1B",25,81,89,52,0,1,14,8,"1.75",".476","27.00",41.6,7.9,18.9,0.344,2.3,15,80
"1510","2024","Marco Jaime","AGS","SS",63,187,223,87,1,2,63,45,"1.40",".331","-.--",13,13.9,106.9,0.351,7,38,95
"1511","2024","Jose Lizarraga","QRO","C",21,53,59,34,2,1,14,20,"0.70",".304","53.00",11.9,0,0,0.325,0.5,9,72
"1512","2024","Danny Ortiz","PUE","LF",89,311,368,131,0,5,50,102,"0.49",".283","11.11",20.7,13.9,67.1,0.422,34.4,86,92
"1513","2024","Hendrik Clementina","LAG","DH",12,46,51,23,0,0,8,5,"1.60",".480","46.00",39.2,7.8,20,0.365,2.2,9,117
"1514","2024","Luis Sardinas","LAR","3B",83,315,355,113,6,5,100,89,"1.12",".291","22.50",13.5,6.5,47.9,0.356,12.7,63,115
"1515","2024","Johneshwy Fargas","SLT","CF",67,273,299,114,5,1,74,75,"0.99",".333","54.60",17.7,4.3,24.5,0.333,4.7,47,95
"1516","2024","Ademar Rifaela","LEO","DH",55,188,210,89,0,1,42,26,"1.62",".419","47.00",32.4,7.6,23.5,0.345,5.5,35,82
"1517","2024","Anthony Giansanti","TIJ","CF",68,220,257,115,0,0,49,61,"0.80",".317","20.00",18.7,13.2,70.8,0.403,19.8,56,116
"1518","2024","Kristian Delgado","CHI","2B",46,142,161,58,4,0,37,41,"0.90",".333","47.33",17.4,7.5,42.9,0.341,3.7,26,80
"1519","2024","Alejandro Rivero","CHI","2B",57,174,192,74,3,0,36,39,"0.92",".395","87.00",27.6,4.2,15.1,0.333,3,30,78
"1520","2024","Jorge Flores","OAX","SS",73,224,275,95,9,1,71,52,"1.37",".356","-.--",17.5,14.2,81.2,0.349,8.2,47,90
"1521","2024","Webster Rivas","YUC","C",68,221,250,91,0,1,40,67,"0.60",".340","31.57",21.2,10.8,50.9,0.358,9.4,45,119
"1522","2024","Alex D. Mejia","SLT","3B",73,246,268,96,5,3,84,60,"1.40",".322","82.00",15.3,4.9,31.7,0.308,-1.6,36,95
"1523","2024","Michael Robles","DUR","2B",46,164,191,64,5,1,42,50,"0.84",".326","41.00",16.8,9.4,56.2,0.35,5.8,33,80
"1524","2024","Eric Filia","MVA","LF",83,314,378,120,6,3,123,68,"1.81",".315","104.67",11.6,13.5,115.9,0.353,12.6,66,106
"1525","2024","Alejandro Mejia","SLT","1B",82,318,354,166,0,4,82,53,"1.55",".341","16.74",27.7,8.5,30.6,0.371,17.3,67,97
"1526","2024","Niko Vasquez","TIJ","3B",79,286,338,136,1,2,71,72,"0.99",".336","35.75",19.5,14.2,72.7,0.37,16.2,64,118
"1527","2024","Gabriel Lino","OAX","C",55,179,195,78,1,1,38,41,"0.93",".345","19.89",26.7,5.1,19.2,0.351,6.1,34,89
"1528","2024","Gustavo Nunez","VER","SS",82,319,368,140,3,2,115,79,"1.46",".300","45.57",11.1,11.7,104.9,0.347,10.3,62,110
"1529","2024","Leo Heras","TAB","RF",56,158,185,70,3,1,35,43,"0.81",".359","79.00",21.6,11.4,52.5,0.353,6.1,32,132
"1530","2024","Kyle Martin","OAX","1B",72,273,322,124,0,0,38,89,"0.43",".302","13.00",21.7,13,60,0.415,28.1,74,92
"1531","2024","Julian Escobedo","LAG","LF",59,159,191,76,3,2,42,43,"0.98",".322","31.80",18.3,12.6,68.6,0.393,13,40,111
"1532","2024","Jonathan Morales","MTY","C",29,76,90,44,4,2,28,20,"1.40",".279","19.00",14.4,8.9,61.5,0.358,3.4,16,96
"1533","2024","Saul Garza","TIJ","C",53,163,187,93,1,1,27,34,"0.79",".388","23.29",31.6,6.4,20.3,0.371,9.1,36,116
"1534","2024","Alan Espinoza","VER","C",59,192,220,91,4,2,56,54,"1.04",".312","38.40",15.9,8.6,54.3,0.355,7.7,39,108
"1535","2024","Jasson Atondo","TAB","SS",63,254,277,108,7,1,92,78,"1.18",".300","-.--",7.9,5.1,63.6,0.3,-3.6,35,144
"1536","2024","Randy Romero","TAB","CF",75,265,305,90,9,1,83,67,"1.24",".338","265.00",17,8.9,51.9,0.327,3.2,46,136
"1537","2024","Diego Madero","SLT","3B",40,80,85,44,1,1,21,29,"0.72",".310","-.--",11.8,3.5,30,0.278,-2.7,9,97
"1538","2024","Abraham Almonte","TAB","DH",88,288,366,128,1,1,68,82,"0.83",".300","19.20",16.7,20.2,121.3,0.416,32.3,84,123
"1539","2024","Calvin Estrada","JAL","LF",49,84,94,41,0,1,25,22,"1.14",".319","84.00",16,8.5,53.3,0.332,1.4,15,77
"1540","2024","Freddvil Chevez","DUR","LF",7,22,23,13,0,0,5,1,"5.00",".500","-.--",43.5,4.3,10,0.284,-0.6,3,63
"1541","2024","Carlos Franco","VER","3B",79,253,308,135,0,3,65,58,"1.12",".317","21.08",20.8,16.9,81.2,0.392,20.7,64,108
"1542","2024","Henry Alejandro Rodriguez","CHI","DH",70,242,274,113,0,0,75,59,"1.27",".313","48.40",15.3,11.7,76.2,0.344,6.9,46,78
"1543","2024","Rio Ruiz","QRO","3B",77,286,329,142,0,4,80,76,"1.05",".319","57.20",17,11.9,69.6,0.339,6.9,53,76
"1544","2024","Juan Perez","MVA","2B",82,279,324,141,5,4,61,93,"0.66",".320","46.50",17.9,10.2,56.9,0.346,8.8,54,108
"1545","2024","Matt Adams","TIJ","1B",62,224,243,120,0,5,43,61,"0.70",".320","18.67",26.3,5.3,20.3,0.342,5.7,40,120
"1546","2024","Alcides Escobar","TIG","2B",77,269,298,111,4,4,81,88,"0.92",".292","53.80",11.7,5.4,45.7,0.318,0.8,43,134
"1547","2024","Luis Aviles Jr.","DUR","SS",84,332,361,141,0,4,84,83,"1.01",".316","25.54",21.9,6.9,31.6,0.341,8.2,59,80
"1548","2024","Bobby Bradley","TIJ","1B",81,273,340,130,0,1,68,50,"1.36",".341","21.00",24.1,16.5,68.3,0.402,25.8,74,115
"1549","2024","Anthony Alford","CAM","LF",39,133,150,58,0,0,18,27,"0.67",".384","16.62",34.7,10.7,30.8,0.379,8.4,30,109
"1550","2024","Dawel Lugo","TAB","3B",87,329,344,188,4,2,104,83,"1.25",".309","47.00",17.2,2.3,13.6,0.296,-5.7,43,142
"1551","2024","Juan Carlos Negret","CHI","LF",59,185,195,96,0,1,24,48,"0.50",".390","46.25",32.8,2.6,7.8,0.309,-1,26,75
"1552","2024","Luke Voit","TAB","1B",80,278,339,131,1,3,60,71,"0.85",".286","12.09",22.4,15.3,68.4,0.416,29.9,78,123
"1553","2024","Freddy Galvis","LAR","SS",69,242,281,125,0,7,50,71,"0.70",".328","40.33",22.4,11,49.2,0.34,6.1,46,116
"1554","2024","Alejandro Ortiz","CAM","DH",74,242,266,101,3,4,76,50,"1.52",".309","24.20",21.8,5.6,25.9,0.332,4,41,115
"1555","2024","Logan Moore","MVA","C",68,216,251,105,1,2,52,50,"1.04",".327","24.00",23.5,11.2,47.5,0.362,10.3,46,105
"1556","2024","Alfredo Lopez","DUR","LF",46,183,207,69,0,4,66,51,"1.29",".295","-.--",10.1,8.7,85.7,0.311,-0.7,28,78
"1557","2024","Juniel Querecuto","OAX","SS",51,198,220,86,5,2,51,55,"0.93",".318","33.00",20.9,5.5,26.1,0.327,2.3,33,90
"1558","2024","Drew Stankiewicz","PUE","3B",72,232,266,85,3,2,54,61,"0.89",".329","33.14",22.6,10.5,46.7,0.344,6.7,44,89
"1559","2024","Roberto Caro","TIG","LF",34,120,139,47,4,1,27,30,"0.90",".361","60.00",25.9,10.1,38.9,0.323,1,21,131
"1560","2024","Alejandro Gonzalez","OAX","LF",37,60,70,37,0,0,10,14,"0.71",".400","-.--",28.6,10,35,0.334,1.2,11,90
"1561","2024","Edgar Robles","LAG","CF",40,79,100,32,1,2,24,21,"1.14",".323","-.--",16,13,81.2,0.352,3.2,17,115
"1562","2024","Carlos Martínez","CHI","C",65,204,227,86,1,6,61,68,"0.90",".289","102.00",12.3,6.2,50,0.298,-3.4,29,71
"1563","2024","Alberth Martinez","LEO","RF",87,295,334,131,0,3,75,76,"0.99",".320","42.14",20.7,9.3,44.9,0.338,6.7,54,80
"1564","2024","Angel Camacho","YUC","X",50,53,58,28,0,1,16,14,"1.14",".318","-.--",17.2,5.2,30,0.316,0.1,8,129
"1565","2024","Angel Aguilar","MVA","2B",54,178,195,94,1,3,43,47,"0.91",".310","25.43",23.1,4.1,17.8,0.328,2.2,30,106
"1566","2024","Juan Mora","MVA","2B",14,19,23,9,2,0,6,4,"1.50",".385","-.--",26.1,0,0,0.296,-0.4,3,103
"1567","2024","Ricardo Cespedes","CAM","CF",64,236,254,85,6,1,56,75,"0.75",".317","59.00",19.7,3.1,16,0.294,-4.6,31,118
"1568","2024","Odúbel Herrera","MVA","RF",54,198,223,109,1,0,65,45,"1.44",".301","39.60",16.6,9.9,59.5,0.34,4.9,36,108
"1569","2024","Didi Gregorius","LAG","SS",75,271,318,143,1,2,66,100,"0.66",".279","38.71",11.6,11.6,100,0.352,10.3,55,113
"1570","2024","Nellie Rodriguez","PUE","X",51,84,99,38,1,1,19,9,"2.11",".400","21.00",36.4,10.1,27.8,0.36,3.9,18,88
"1571","2024","Francisco Arcia","LAR","C",77,245,274,113,5,0,78,60,"1.30",".318","122.50",17.5,6.2,35.4,0.308,-1.7,37,120
"1572","2024","Robbie Glendinning","DUR","SS",41,134,156,62,2,0,30,20,"1.50",".377","22.33",32.7,12.8,39.2,0.366,7,29,83
"1573","2024","Carlos Garzon","DUR","C",60,157,179,62,1,0,46,29,"1.59",".351","157.00",23.5,11.2,47.6,0.317,0.3,26,76
