"","Season","Name","Team","POS","GP","GS","INN","A","PO","E","F%","DP","TP","CS","SB","CS%","PB","PK"
"688","2024","Héctor Sánchez","LAR","C",25,21,"182.0",10,148,0,"1.000",0,0,5,15,0.25,1,1
"689","2024","Héctor Sánchez","LAR","LF",1,0,"2.0",0,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"690","2024","Alain Tandron","LAG","P",4,0,"5.1",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"691","2024","Stephen Tarpley","MTY","P",17,17,"81.0",10,3,0,"1.000",2,0,NA,NA,NA,NA,NA
"692","2024","Aneury Tavárez","TIJ","RF",2,2,"16.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"693","2024","Curtis Taylor","LAG","P",14,0,"14.1",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"694","2024","Julio Teheran","MTY","P",3,3,"15.1",3,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"695","2024","Pablo Tellez","MVA","P",17,11,"51.0",4,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"696","2024","Dillon Thomas","OAX","CF",2,2,"17.0",0,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"697","2024","Christian Torres","CHI","P",17,1,"26.1",3,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"698","2024","Jojanse Torres","OAX","P",36,0,"35.1",4,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"699","2024","Braulio Torres-Perez","SLT","P",17,17,"82.2",15,4,0,"1.000",2,0,NA,NA,NA,NA,NA
"700","2024","Adrian Tovalin","LAG","1B",29,18,"170.0",10,161,0,"1.000",19,0,NA,NA,NA,NA,NA
"701","2024","Adrian Tovalin","LAG","3B",3,0,"6.0",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"702","2024","Adrian Tovalin","LAG","LF",22,19,"147.0",0,22,0,"1.000",0,0,NA,NA,NA,NA,NA
"703","2024","Alexandro Tovalin","YUC","P",42,0,"39.2",2,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"704","2024","Randy Trejo","TIG","2B",6,1,"18.0",4,5,0,"1.000",1,0,NA,NA,NA,NA,NA
"705","2024","Phillips Valdez","VER","P",16,16,"77.0",8,5,0,"1.000",1,0,NA,NA,NA,NA,NA
"706","2024","Emiliano Valencia","TAB","2B",4,0,"5.0",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"707","2024","Emiliano Valencia","TAB","SS",3,0,"5.0",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"708","2024","Marcos Valenzuela","LAR","2B",3,0,"5.0",3,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"709","2024","Vicente Valenzuela","TIG","P",37,1,"34.2",2,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"710","2024","Breyvic Valera","TIJ","3B",4,1,"16.0",5,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"711","2024","Edwyn Valle","DUR","P",48,0,"39.1",4,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"712","2024","Jesus Valles","TIG","P",21,3,"31.1",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"713","2024","Jonathan Vargas","LEO","P",23,1,"23.2",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"714","2024","Gregori Vasquez","DUR","P",10,8,"34.1",5,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"715","2024","Saul Vazquez","YUC","P",13,2,"21.1",3,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"716","2024","Greg Veliz","AGS","P",29,0,"33.2",3,2,0,"1.000",1,0,NA,NA,NA,NA,NA
"717","2024","Hector Velázquez","VER","P",5,0,"6.2",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"718","2024","Alexis Vera","MTY","P",14,0,"15.1",3,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"719","2024","Eduardo Vera","JAL","P",22,10,"52.2",5,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"720","2024","Cam Vieaux","LAR","P",31,1,"28.2",4,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"721","2024","Carlos Viera","QRO","P",14,13,"55.0",10,4,0,"1.000",1,0,NA,NA,NA,NA,NA
"722","2024","Fernando Villalobos","MEX","C",4,0,"5.0",0,4,0,"1.000",0,0,0,0,NA,0,0
"723","2024","Hector Villalobos","PUE","P",32,4,"36.0",6,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"724","2024","Elih Villanueva","CHI","P",12,6,"30.2",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"725","2024","Brandon Villarreal","SLT","CF",15,11,"97.1",1,21,0,"1.000",0,0,NA,NA,NA,NA,NA
"726","2024","Fred Villarreal","TAB","P",35,0,"29.1",2,2,0,"1.000",1,0,NA,NA,NA,NA,NA
"727","2024","Carlos Villegas","CAM","2B",5,4,"37.0",6,6,0,"1.000",1,0,NA,NA,NA,NA,NA
"728","2024","Carlos Villegas","CAM","LF",5,3,"13.0",0,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"729","2024","Carlos Villegas","CAM","RF",3,0,"13.1",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"730","2024","Fernando Villegas","SLT","LF",2,2,"18.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"731","2024","Francisco Villegas","AGS","P",44,0,"27.2",4,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"732","2024","Jeremy Walker","LAG","P",9,9,"39.0",6,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"733","2024","Drew Ward","DUR","1B",20,18,"145.0",16,132,0,"1.000",16,0,NA,NA,NA,NA,NA
"734","2024","Brac Warren","MVA","P",30,0,"26.2",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"735","2024","David Washington","SLT","LF",4,3,"33.0",0,8,0,"1.000",0,0,NA,NA,NA,NA,NA
"736","2024","Braden Webb","LAG","P",18,18,"82.2",11,1,0,"1.000",2,0,NA,NA,NA,NA,NA
"737","2024","Patrick Weigel","SLT","P",39,0,"37.2",2,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"738","2024","Nick Wells","TIJ","P",5,4,"19.2",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"739","2024","Joe Wieland","TAB","P",9,6,"39.2",7,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"740","2024","Taylor Williams","LAG","P",47,0,"48.0",12,5,0,"1.000",0,0,NA,NA,NA,NA,NA
"741","2024","Hans Wilson","AGS","C",6,3,"26.0",2,19,0,"1.000",0,0,2,5,0.285714285714286,0,0
"742","2024","Jared Wilson","TIJ","P",46,0,"43.0",6,4,0,"1.000",2,0,NA,NA,NA,NA,NA
"743","2024","Tyler Wilson","LAG","P",34,1,"32.2",2,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"744","2024","Michael Wing","JAL","1B",6,6,"46.0",0,43,0,"1.000",7,0,NA,NA,NA,NA,NA
"745","2024","Michael Wing","JAL","CF",4,4,"28.0",0,8,0,"1.000",0,0,NA,NA,NA,NA,NA
"746","2024","Michael Wing","JAL","RF",4,3,"25.0",0,6,0,"1.000",0,0,NA,NA,NA,NA,NA
"747","2024","Jimmy Yacabonis","MEX","P",38,0,"43.0",8,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"748","2024","Yandy Yanes","TIG","SS",1,1,"9.0",2,2,0,"1.000",1,0,NA,NA,NA,NA,NA
"749","2024","Gabriel Ynoa","PUE","P",19,19,"91.2",11,12,0,"1.000",2,0,NA,NA,NA,NA,NA
"750","2024","Ernesto Zaragoza","OAX","P",23,0,"21.0",2,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"751","2024","Daniel Zazueta","CAM","P",32,2,"29.0",2,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"752","2024","Samuel Zazueta","VER","P",12,0,"13.1",2,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"753","2024","Luke Voit","TAB","1B",77,77,"652.1",37,566,1,".998",45,0,NA,NA,NA,NA,NA
"754","2024","Reynaldo Rodriguez","OAX","1B",75,68,"589.1",43,514,1,".998",52,0,NA,NA,NA,NA,NA
"755","2024","Lewin Díaz","MEX","1B",62,62,"514.0",24,466,1,".998",60,0,NA,NA,NA,NA,NA
"756","2024","Kyle Martin","OAX","1B",51,47,"427.1",30,412,1,".998",46,0,NA,NA,NA,NA,NA
"757","2024","Alexi Amarista","OAX","2B",87,87,"740.1",261,176,1,".998",69,0,NA,NA,NA,NA,NA
"758","2024","Matt Adams","TIJ","1B",46,44,"373.0",26,310,1,".997",29,0,NA,NA,NA,NA,NA
"759","2024","Bobby Bradley","TIJ","1B",34,30,"264.0",13,250,1,".996",25,0,NA,NA,NA,NA,NA
"760","2024","Ryan Aguilar","LAR","1B",51,24,"241.0",17,230,1,".996",30,0,NA,NA,NA,NA,NA
"761","2024","Henry Urrutia","LEO","1B",58,55,"464.2",38,441,2,".996",49,0,NA,NA,NA,NA,NA
"762","2024","Aldrem Corredor","MVA","1B",84,82,"717.2",50,662,3,".996",81,0,NA,NA,NA,NA,NA
"763","2024","Jose Guadalupe Chavez","JAL","2B",51,48,"388.1",137,93,1,".996",33,0,NA,NA,NA,NA,NA
"764","2024","Robinson Canó","MEX","2B",52,52,"422.1",131,96,1,".996",50,0,NA,NA,NA,NA,NA
"765","2024","Alfredo Hurtado","JAL","C",36,30,"251.0",16,210,1,".996",0,0,14,20,0.411764705882353,4,0
"766","2024","Logan Brown","SLT","C",29,26,"225.1",17,197,1,".995",3,0,11,14,0.44,1,2
"767","2024","Carlos Franco","VER","1B",29,24,"211.2",11,192,1,".995",20,0,NA,NA,NA,NA,NA
"768","2024","Isaias Tejeda","CAM","1B",25,25,"206.0",11,180,1,".995",15,0,NA,NA,NA,NA,NA
"769","2024","Ricardo Valenzuela","OAX","C",49,46,"391.2",21,347,2,".995",4,0,15,25,0.375,3,0
"770","2024","Domingo Leyba","TAB","2B",42,38,"329.2",96,78,1,".994",25,0,NA,NA,NA,NA,NA
"771","2024","Juan Kirk","PUE","C",56,47,"376.2",26,317,2,".994",3,0,17,20,0.45945945945946,1,2
"772","2024","Edwin Espinal","VER","1B",82,82,"676.0",57,621,4,".994",73,0,NA,NA,NA,NA,NA
"773","2024","Adeiny Hechavarría","TAB","2B",33,32,"271.1",87,66,1,".994",15,0,NA,NA,NA,NA,NA
"774","2024","Yermín Mercedes","SLT","1B",19,18,"150.0",8,145,1,".994",20,0,NA,NA,NA,NA,NA
"775","2024","Carlos Soto","MTY","C",50,40,"342.0",23,279,2,".993",2,0,18,16,0.529411764705882,1,1
"776","2024","Ricardo Cespedes","CAM","CF",62,61,"486.2",10,139,1,".993",1,0,NA,NA,NA,NA,NA
"777","2024","Wendell Rijo","VER","2B",28,28,"233.2",78,71,1,".993",17,0,NA,NA,NA,NA,NA
"778","2024","Jesse Castillo","QRO","1B",55,55,"443.0",28,415,3,".993",56,0,NA,NA,NA,NA,NA
"779","2024","Henry Alejandro Rodriguez","CHI","1B",18,18,"147.0",6,140,1,".993",13,0,NA,NA,NA,NA,NA
"780","2024","Kennys Vargas","LAR","1B",38,38,"294.2",20,271,2,".993",37,0,NA,NA,NA,NA,NA
"781","2024","Mario Feliciano","PUE","C",30,22,"185.1",5,140,1,".993",0,0,3,11,0.214285714285714,1,0
"782","2024","Roy Morales","TAB","C",57,48,"423.0",20,414,3,".993",2,0,16,36,0.307692307692308,1,0
"783","2024","Carlos Castro","TIG","C",20,18,"150.1",8,134,1,".993",2,0,2,12,0.142857142857143,1,0
"784","2024","Donny Sands","TIJ","C",35,33,"289.2",11,271,2,".993",1,0,8,27,0.228571428571429,2,0
"785","2024","Christian Villanueva","MTY","1B",51,50,"400.2",20,396,3,".993",52,0,NA,NA,NA,NA,NA
"786","2024","Randy Romero","TAB","CF",64,62,"534.2",4,134,1,".993",0,0,NA,NA,NA,NA,NA
"787","2024","J.J. Matijevic","CHI","1B",16,15,"132.0",8,126,1,".993",25,0,NA,NA,NA,NA,NA
"788","2024","Leobaldo Cabrera","AGS","LF",72,70,"584.1",6,127,1,".993",2,0,NA,NA,NA,NA,NA
"789","2024","Angelo Castellano","JAL","SS",32,32,"267.1",86,47,1,".993",20,0,NA,NA,NA,NA,NA
"790","2024","Eric Filia","MVA","LF",82,82,"676.2",1,132,1,".993",0,0,NA,NA,NA,NA,NA
"791","2024","José Marmolejos","MEX","1B",63,61,"547.2",43,483,4,".992",69,0,NA,NA,NA,NA,NA
"792","2024","Juan Centeno","SLT","C",39,35,"301.2",15,241,2,".992",5,0,8,33,0.195121951219512,5,0
"793","2024","Jonathan Schoop","LAG","1B",18,14,"124.2",3,122,1,".992",9,0,NA,NA,NA,NA,NA
"794","2024","Carlos Martínez","CHI","C",59,50,"447.0",34,338,3,".992",5,0,19,24,0.441860465116279,4,0
"795","2024","Logan Moore","MVA","C",65,65,"559.2",37,458,4,".992",5,0,29,30,0.491525423728814,3,0
"796","2024","José Briceño","MEX","C",46,39,"352.2",21,337,3,".992",2,0,10,20,0.333333333333333,2,1
"797","2024","Greg Bird","JAL","1B",71,71,"585.0",44,552,5,".992",63,0,NA,NA,NA,NA,NA
"798","2024","Victor Mendoza","MTY","1B",37,37,"303.0",28,310,3,".991",42,0,NA,NA,NA,NA,NA
"799","2024","Julian Ornelas","MEX","LF",75,75,"652.1",5,106,1,".991",0,0,NA,NA,NA,NA,NA
"800","2024","Kristian Delgado","CHI","2B",40,38,"332.1",117,103,2,".991",41,0,NA,NA,NA,NA,NA
"801","2024","Jonathan Mendoza","CAM","2B",28,21,"182.2",49,61,1,".991",14,0,NA,NA,NA,NA,NA
"802","2024","Roldani Baldwin","VER","C",15,14,"120.0",2,107,1,".991",0,0,2,12,0.142857142857143,3,0
"803","2024","Webster Rivas","YUC","C",68,66,"556.1",29,512,5,".991",2,0,12,36,0.25,1,0
"804","2024","Daniel Castro","MTY","2B",28,16,"169.0",66,42,1,".991",22,0,NA,NA,NA,NA,NA
"805","2024","Santiago Chávez","MVA","C",35,25,"237.2",12,204,2,".991",1,0,9,12,0.428571428571429,2,0
"806","2024","Ali Castillo","LAR","2B",92,92,"784.1",266,162,4,".991",75,0,NA,NA,NA,NA,NA
"807","2024","Alexis Wilson","TIG","C",63,60,"511.2",52,475,5,".991",10,0,31,31,0.5,3,0
"808","2024","Gabriel Lino","OAX","C",46,37,"336.1",24,283,3,".990",1,0,18,27,0.4,2,2
"809","2024","Alan Espinoza","VER","C",59,58,"489.0",26,380,4,".990",4,0,9,25,0.264705882352941,5,1
"810","2024","Leonardo Reginatto","AGS","1B",48,47,"400.2",42,364,4,".990",48,0,NA,NA,NA,NA,NA
"811","2024","Sebastián Elizalde","MTY","RF",53,53,"445.0",4,96,1,".990",0,0,NA,NA,NA,NA,NA
"812","2024","Alberth Martinez","LEO","RF",54,51,"417.1",3,96,1,".990",1,0,NA,NA,NA,NA,NA
"813","2024","Carlos Garzon","DUR","C",60,55,"447.1",34,361,4,".990",7,0,19,34,0.358490566037736,2,1
"814","2024","Roberto Ramos","OAX","1B",17,15,"110.0",9,89,1,".990",13,0,NA,NA,NA,NA,NA
"815","2024","Francisco Arcia","LAR","C",77,72,"623.1",37,641,7,".990",5,0,22,64,0.255813953488372,3,4
"816","2024","Herlis Rodriguez","VER","CF",90,90,"772.0",3,190,2,".990",2,0,NA,NA,NA,NA,NA
"817","2024","Allen Córdoba","LAG","CF",76,74,"613.2",6,185,2,".990",0,0,NA,NA,NA,NA,NA
"818","2024","Aristides Aquino","MEX","RF",52,51,"453.1",10,83,1,".989",3,0,NA,NA,NA,NA,NA
"819","2024","Daniel Palka","LAG","1B",26,25,"205.0",17,168,2,".989",20,0,NA,NA,NA,NA,NA
"820","2024","Yasiel Puig","VER","RF",50,50,"416.0",3,89,1,".989",0,0,NA,NA,NA,NA,NA
"821","2024","Jose Gaitan","VER","LF",59,54,"478.0",4,86,1,".989",0,0,NA,NA,NA,NA,NA
"822","2024","Issmael Salas","QRO","1B",17,9,"99.0",7,83,1,".989",9,0,NA,NA,NA,NA,NA
"823","2024","Alfredo Lopez","DUR","LF",45,45,"364.0",3,86,1,".989",2,0,NA,NA,NA,NA,NA
"824","2024","Hansen Lopez","CHI","C",16,9,"88.0",1,85,1,".989",0,0,0,12,0,2,0
"825","2024","Carlos Munoz","AGS","1B",19,9,"82.2",4,81,1,".988",9,0,NA,NA,NA,NA,NA
"826","2024","Norberto Obeso","YUC","LF",51,49,"416.0",3,82,1,".988",2,0,NA,NA,NA,NA,NA
"827","2024","Tomás Telis","AGS","C",60,55,"473.0",40,383,5,".988",4,0,29,24,0.547169811320755,2,1
"828","2024","Johneshwy Fargas","SLT","CF",67,64,"562.2",8,160,2,".988",2,0,NA,NA,NA,NA,NA
"829","2024","Roel Santos","TAB","CF",49,49,"391.0",1,83,1,".988",1,0,NA,NA,NA,NA,NA
"830","2024","Nick Williams","TIJ","RF",36,36,"307.1",5,79,1,".988",0,0,NA,NA,NA,NA,NA
"831","2024","Carlos Mendivil","DUR","C",25,20,"182.2",9,156,2,".988",1,0,3,19,0.136363636363636,7,0
"832","2024","Tres Barrera","TIJ","C",50,46,"408.1",11,379,5,".987",5,0,7,46,0.132075471698113,2,0
"833","2024","Nicholas Torres","LAG","RF",73,73,"600.2",13,143,2,".987",2,0,NA,NA,NA,NA,NA
"834","2024","Jose Aguilar","SLT","CF",36,30,"270.0",2,75,1,".987",0,0,NA,NA,NA,NA,NA
"835","2024","Dwight Smith Jr.","JAL","CF",41,34,"305.1",1,76,1,".987",1,0,NA,NA,NA,NA,NA
"836","2024","Justin O'Conner","AGS","C",43,39,"335.1",33,268,4,".987",2,0,22,23,0.488888888888889,10,3
"837","2024","Cristian Santana","CHI","1B",30,28,"234.2",13,208,3,".987",21,0,NA,NA,NA,NA,NA
"838","2024","Andretty Cordero","AGS","1B",33,32,"269.0",17,272,4,".986",37,1,NA,NA,NA,NA,NA
"839","2024","Michael De León","LEO","2B",14,14,"117.0",43,29,1,".986",6,0,NA,NA,NA,NA,NA
"840","2024","Jhon Nuñez","JAL","C",43,41,"347.1",16,268,4,".986",0,0,10,26,0.277777777777778,0,0
"841","2024","German Revilla","TIG","C",14,8,"75.0",4,66,1,".986",0,0,2,6,0.25,1,0
"842","2024","Sam Travis","DUR","1B",45,45,"388.0",30,384,6,".986",38,0,NA,NA,NA,NA,NA
"843","2024","Diosbel Arias","MEX","1B",15,14,"121.1",9,128,2,".986",19,0,NA,NA,NA,NA,NA
"844","2024","Dean Nevarez","LAG","C",43,34,"303.1",19,249,4,".985",2,0,8,31,0.205128205128205,1,0
"845","2024","Yosmany Guerra","QRO","2B",43,40,"345.1",114,86,3,".985",30,0,NA,NA,NA,NA,NA
"846","2024","Manny Garcia","CHI","1B",16,14,"131.0",8,125,2,".985",15,0,NA,NA,NA,NA,NA
"847","2024","Marco Chicuate","LEO","C",63,56,"491.2",19,444,7,".985",2,0,8,49,0.140350877192982,5,1
"848","2024","Oziel Flores","CHI","2B",20,15,"126.2",33,31,1,".985",10,0,NA,NA,NA,NA,NA
"849","2024","Michael Wing","JAL","2B",13,12,"97.0",37,27,1,".985",9,0,NA,NA,NA,NA,NA
"850","2024","Danny Ortiz","PUE","LF",84,84,"693.2",3,124,2,".984",0,0,NA,NA,NA,NA,NA
"851","2024","Ricardo Serrano","CAM","3B",47,45,"362.1",77,50,2,".984",12,0,NA,NA,NA,NA,NA
"852","2024","Yangervis Solarte","OAX","1B",16,16,"136.0",3,124,2,".984",20,0,NA,NA,NA,NA,NA
"853","2024","Jonathan Morales","MTY","C",28,26,"201.1",13,175,3,".984",0,0,11,12,0.478260869565217,0,0
"854","2024","Harold Castro","TIJ","2B",45,37,"323.0",98,89,3,".984",23,0,NA,NA,NA,NA,NA
"855","2024","Art Charles","YUC","1B",72,72,"596.1",52,570,10,".984",50,0,NA,NA,NA,NA,NA
"856","2024","Sebastian Valle","SLT","C",39,35,"299.1",16,228,4,".984",2,0,8,41,0.163265306122449,5,2
"857","2024","Ali Solis","QRO","C",38,38,"319.0",27,277,5,".984",2,0,12,29,0.292682926829268,1,1
"858","2024","Yadir Drake","YUC","RF",67,67,"559.1",6,113,2,".983",2,0,NA,NA,NA,NA,NA
"859","2024","Alejandro Mejia","SLT","1B",67,66,"570.0",47,547,10,".983",65,0,NA,NA,NA,NA,NA
"860","2024","Demetrius Sims","TIG","SS",28,27,"236.0",79,39,2,".983",16,0,NA,NA,NA,NA,NA
"861","2024","Saul Garza","TIJ","C",27,22,"200.0",7,169,3,".983",2,0,5,14,0.263157894736842,2,0
"862","2024","Aneury Tavárez","TIJ","LF",76,76,"669.0",3,114,2,".983",1,0,NA,NA,NA,NA,NA
"863","2024","Rangel Ravelo","LAR","1B",21,21,"184.0",13,162,3,".983",19,0,NA,NA,NA,NA,NA
"864","2024","Aaron Altherr","LAG","LF",37,37,"319.2",1,57,1,".983",0,0,NA,NA,NA,NA,NA
"865","2024","Ciro Norzagaray","PUE","2B",30,14,"159.0",66,50,2,".983",24,0,NA,NA,NA,NA,NA
"866","2024","Rio Ruiz","QRO","3B",26,24,"205.2",40,18,1,".983",3,0,NA,NA,NA,NA,NA
"867","2024","Missael Rivera","SLT","2B",75,74,"642.1",213,133,6,".983",52,0,NA,NA,NA,NA,NA
"868","2024","Jose Martinez","LAR","3B",28,26,"229.2",40,17,1,".983",7,0,NA,NA,NA,NA,NA
"869","2024","Orlando Pina","PUE","1B",13,9,"70.2",3,54,1,".983",7,0,NA,NA,NA,NA,NA
"870","2024","Isaac Rodriguez","TIJ","2B",55,47,"423.0",128,100,4,".983",35,0,NA,NA,NA,NA,NA
"871","2024","Angel Reyes","AGS","CF",74,74,"602.2",3,166,3,".983",0,0,NA,NA,NA,NA,NA
"872","2024","Julian Escobedo","LAG","LF",33,27,"232.2",2,54,1,".982",0,0,NA,NA,NA,NA,NA
"873","2024","Yosmany Guerra","QRO","3B",20,20,"163.2",32,24,1,".982",2,0,NA,NA,NA,NA,NA
"874","2024","Leo Heras","TAB","RF",26,24,"204.0",1,55,1,".982",0,0,NA,NA,NA,NA,NA
"875","2024","Juan Uriarte","DUR","1B",6,5,"48.0",5,51,1,".982",3,0,NA,NA,NA,NA,NA
"876","2024","Fernando Villegas","SLT","RF",74,73,"593.0",13,99,2,".982",4,0,NA,NA,NA,NA,NA
"877","2024","Yadiel Hernandez","LAR","LF",70,69,"592.2",4,107,2,".982",0,0,NA,NA,NA,NA,NA
"878","2024","Yorman Rodriguez","LEO","C",30,28,"230.2",10,212,4,".982",6,0,6,22,0.214285714285714,4,0
"879","2024","J.J. Matijevic","DUR","LF",35,30,"245.1",1,54,1,".982",0,0,NA,NA,NA,NA,NA
"880","2024","Carlos Paulino","QRO","C",41,38,"316.1",14,258,5,".982",3,0,9,20,0.310344827586207,2,1
"881","2024","Jose Cardona","MTY","CF",83,83,"685.0",9,153,3,".982",1,0,NA,NA,NA,NA,NA
"882","2024","Leo German","PUE","CF",61,41,"397.2",1,107,2,".982",1,0,NA,NA,NA,NA,NA
"883","2024","Francisco Peña","CAM","C",64,63,"514.0",35,448,9,".982",5,0,14,48,0.225806451612903,3,0
"884","2024","Eddy Diaz","LEO","2B",27,24,"195.1",68,39,2,".982",21,0,NA,NA,NA,NA,NA
"885","2024","Keven Lamas","SLT","2B",47,40,"355.1",132,82,4,".982",36,0,NA,NA,NA,NA,NA
"886","2024","Jose Carlos Urena","OAX","RF",62,58,"499.2",5,100,2,".981",1,0,NA,NA,NA,NA,NA
"887","2024","José Peraza","YUC","2B",78,78,"666.0",227,139,7,".981",46,0,NA,NA,NA,NA,NA
"888","2024","Héctor Sánchez","LAR","1B",13,7,"64.0",2,50,1,".981",5,0,NA,NA,NA,NA,NA
"889","2024","Raudy Read","PUE","1B",46,45,"307.2",18,290,6,".981",26,0,NA,NA,NA,NA,NA
"890","2024","Juan Carlos Gamboa","MEX","SS",72,72,"628.1",233,122,7,".981",61,0,NA,NA,NA,NA,NA
"891","2024","Nomar Mazara","MTY","RF",68,67,"577.2",5,94,2,".980",1,0,NA,NA,NA,NA,NA
"892","2024","Ramiro Pena","MTY","2B",72,70,"570.1",203,139,7,".980",58,0,NA,NA,NA,NA,NA
"893","2024","Jacob Nottingham","JAL","C",33,29,"245.1",16,227,5,".980",2,0,10,21,0.32258064516129,3,0
"894","2024","Anthony Giansanti","TIJ","LF",51,50,"418.0",8,89,2,".980",1,0,NA,NA,NA,NA,NA
"895","2024","Samar Leyva","PUE","2B",31,21,"185.0",53,44,2,".980",15,0,NA,NA,NA,NA,NA
"896","2024","Ramon Rios","AGS","2B",77,76,"645.1",223,163,8,".980",63,0,NA,NA,NA,NA,NA
"897","2024","Alex Liddi","YUC","1B",12,5,"54.0",6,42,1,".980",4,0,NA,NA,NA,NA,NA
"898","2024","Lazaro Alonso","DUR","1B",33,28,"244.1",16,222,5,".979",28,0,NA,NA,NA,NA,NA
"899","2024","Michael Robles","DUR","2B",40,36,"311.2",112,78,4,".979",26,0,NA,NA,NA,NA,NA
"900","2024","Rodolfo Amador","MVA","3B",32,15,"165.0",35,12,1,".979",1,0,NA,NA,NA,NA,NA
"901","2024","Moises Gutierrez","MEX","2B",23,16,"155.2",55,39,2,".979",18,0,NA,NA,NA,NA,NA
"902","2024","Jack Mayfield","TIJ","SS",67,67,"576.2",182,100,6,".979",47,0,NA,NA,NA,NA,NA
"903","2024","Missael Rivera","SLT","SS",13,12,"102.2",31,16,1,".979",11,0,NA,NA,NA,NA,NA
"904","2024","Junior Lake","TIJ","CF",88,88,"767.0",7,180,4,".979",3,0,NA,NA,NA,NA,NA
"905","2024","Christopher Escarrega","MTY","C",14,12,"107.0",7,85,2,".979",1,0,1,12,0.0769230769230769,1,0
"906","2024","Jimmy Kerrigan","LEO","CF",87,87,"746.2",12,218,5,".979",4,0,NA,NA,NA,NA,NA
"907","2024","Italo Motta","LEO","SS",51,42,"361.0",113,69,4,".978",28,0,NA,NA,NA,NA,NA
"908","2024","Manny Olloque","DUR","CF",23,20,"174.2",2,42,1,".978",0,0,NA,NA,NA,NA,NA
"909","2024","Niko Vasquez","TIJ","1B",15,10,"97.0",4,83,2,".978",13,0,NA,NA,NA,NA,NA
"910","2024","Didi Gregorius","LAG","SS",73,72,"600.1",198,101,7,".977",38,0,NA,NA,NA,NA,NA
"911","2024","Takeru Ohashi","TIG","CF",32,31,"268.2",3,82,2,".977",1,0,NA,NA,NA,NA,NA
"912","2024","Hector Mora","CHI","2B",18,8,"81.2",27,15,1,".977",5,0,NA,NA,NA,NA,NA
"913","2024","Jose Martinez","LAR","SS",39,28,"273.0",81,43,3,".976",17,0,NA,NA,NA,NA,NA
"914","2024","Juan Perez","MVA","2B",53,48,"420.1",141,107,6,".976",41,0,NA,NA,NA,NA,NA
"915","2024","Edwin Díaz","SLT","SS",62,58,"509.2",159,87,6,".976",37,0,NA,NA,NA,NA,NA
"916","2024","Edwin Garcia","CAM","2B",10,10,"78.2",27,14,1,".976",5,0,NA,NA,NA,NA,NA
"917","2024","Luis Medina","LEO","SS",14,10,"87.1",26,14,1,".976",3,0,NA,NA,NA,NA,NA
"918","2024","Alejandro Flores","DUR","C",38,31,"285.1",14,260,7,".975",4,0,8,24,0.25,2,0
"919","2024","Manuel Boscan","DUR","SS",25,17,"159.2",50,28,2,".975",11,0,NA,NA,NA,NA,NA
"920","2024","Diego Madero","SLT","3B",24,9,"118.2",29,10,1,".975",4,0,NA,NA,NA,NA,NA
"921","2024","Juan Uriarte","DUR","C",16,13,"103.0",9,69,2,".975",1,0,7,13,0.35,1,0
"922","2024","Alejandro Urias","DUR","C",19,2,"50.0",5,34,1,".975",0,0,1,7,0.125,1,0
