"","Year","Name","Team","POS","GP","GS","INN","TC","RF/G","RF/9","TE","CERA","CI"
"1010","2022","Pedro Castellano","OAX","2B",4,0,"6.0",1,"0.25","1.50",0,NA,NA
"1011","2022","Cristian Castillo","MTY","P",19,8,"50.2",9,"0.47","1.62",0,NA,NA
"1012","2022","Jorge Castillo","MVA","P",11,8,"37.2",3,"0.27","0.73",0,NA,NA
"1013","2022","Daniel Castro","MTY","2B",8,8,"60.0",32,"4.00","4.80",0,NA,NA
"1014","2022","Leandro Castro","TIJ","RF",3,2,"21.0",5,"1.67","2.14",0,NA,NA
"1015","2022","Roberto Castro","MVA","LF",17,1,"34.0",3,"0.18","0.79",0,NA,NA
"1016","2022","Roberto Castro","MVA","CF",11,0,"26.1",13,"1.18","4.50",0,NA,NA
"1017","2022","Roberto Castro","MVA","RF",6,1,"24.0",6,"1.00","2.25",0,NA,NA
"1018","2022","Henry Centeno","GDL","P",17,17,"90.1",16,"0.94","1.60",0,NA,NA
"1019","2022","Ricardo Chapa","LAR","P",13,0,"22.0",3,"0.23","1.23",0,NA,NA
"1020","2022","Angel Chavarin","YUC","C",22,17,"146.0",134,"6.09","8.26",0,"5.05",0
"1021","2022","Angel Chavarin","YUC","1B",2,0,"3.0",6,"3.00","18.00",0,NA,NA
"1022","2022","Alejandro Chavez","GDL","P",40,1,"40.1",3,"0.08","0.68",0,NA,NA
"1023","2022","Ivan Chavez","LEO","LF",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1024","2022","Lupe Chavez","DUR","P",10,3,"23.0",4,"0.40","1.57",0,NA,NA
"1025","2022","Rogelio Cobos","PUE","LF",9,1,"23.1",2,"0.22","0.78",0,NA,NA
"1026","2022","Rogelio Cobos","PUE","CF",4,1,"9.0",2,"0.50","2.00",0,NA,NA
"1027","2022","Taylor Cole","LAR","P",4,4,"14.2",3,"0.75","1.93",0,NA,NA
"1028","2022","Jesus Cordova","PUE","C",3,1,"10.0",5,"1.67","4.50",0,"10.80",0
"1029","2022","Jesus Cordova","PUE","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1030","2022","Rafael Cordova","TAB","P",36,0,"33.0",5,"0.14","1.36",0,NA,NA
"1031","2022","Juan Cossio","TIG","P",24,1,"37.0",7,"0.29","1.70",0,NA,NA
"1032","2022","Luis Cossio","PUE","LF",22,15,"139.2",30,"1.36","1.94",0,NA,NA
"1033","2022","Luis Cossio","PUE","RF",5,3,"32.0",8,"1.60","2.25",0,NA,NA
"1034","2022","Fabian Cota","MEX","P",30,8,"49.1",7,"0.23","1.29",0,NA,NA
"1035","2022","Yousamot Cota","LEO","1B",2,0,"4.0",3,"1.50","6.75",0,NA,NA
"1036","2022","Yousamot Cota","LEO","RF",2,0,"5.0",2,"1.00","3.60",0,NA,NA
"1037","2022","Rashad Crawford","VER","CF",6,5,"39.0",13,"2.17","3.00",0,NA,NA
"1038","2022","Naykel Cruz","CAM","P",7,1,"11.0",2,"0.29","1.64",0,NA,NA
"1039","2022","Yoandy Cruz","CAM","P",12,4,"20.0",5,"0.42","2.25",0,NA,NA
"1040","2022","Allen Córdoba","LAG","2B",2,0,"6.0",4,"2.00","6.00",0,NA,NA
"1041","2022","Allen Córdoba","LAG","LF",11,10,"75.0",21,"1.91","2.52",0,NA,NA
"1042","2022","Khris Davis","MEX","LF",9,9,"61.0",10,"1.11","1.48",0,NA,NA
"1043","2022","Adrian De Horta","MEX","P",8,0,"7.1",1,"0.13","1.29",0,NA,NA
"1044","2022","Luis De La O","PUE","P",12,0,"10.1",2,"0.17","1.80",0,NA,NA
"1045","2022","Raul De Los Reyes","TIG","P",21,5,"31.0",6,"0.29","1.74",0,NA,NA
"1046","2022","Luis De Luna","VER","P",14,0,"9.2",1,"0.07","1.00",0,NA,NA
"1047","2022","Jon Del Campo","GDL","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1048","2022","Jon Del Campo","GDL","LF",6,4,"27.1",3,"0.50","1.00",0,NA,NA
"1049","2022","Jon Del Campo","GDL","RF",3,2,"15.0",3,"1.00","1.80",0,NA,NA
"1050","2022","Jose Del Palacio","VER","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1051","2022","Juan Delgadillo","TAB","P",11,0,"13.2",2,"0.18","1.38",0,NA,NA
"1052","2022","Irwin Delgado","SLT","P",28,3,"52.0",7,"0.25","1.21",0,NA,NA
"1053","2022","Sebastian Diaz","CAM","2B",18,9,"91.0",56,"3.11","5.54",0,NA,NA
"1054","2022","Sebastian Diaz","CAM","LF",1,1,"8.2",2,"2.00","2.25",0,NA,NA
"1055","2022","Isaac Dominguez","TIG","3B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1056","2022","Isaac Dominguez","TIG","RF",5,1,"18.0",3,"0.60","1.50",0,NA,NA
"1057","2022","Felix Doubront","SLT","P",15,15,"76.2",12,"0.80","1.42",0,NA,NA
"1058","2022","Sam Dyson","TIJ","P",41,0,"40.2",10,"0.24","2.25",0,NA,NA
"1059","2022","Pedro Echemendia","DUR","P",13,5,"29.0",9,"0.69","2.79",0,NA,NA
"1060","2022","Norman Elenes","MTY","P",42,0,"41.1",2,"0.05","0.44",0,NA,NA
"1061","2022","Sebastián Elizalde","MTY","1B",1,0,"5.0",2,"2.00","3.60",0,NA,NA
"1062","2022","Sebastián Elizalde","MTY","CF",4,3,"25.0",2,"0.50","0.72",0,NA,NA
"1063","2022","Santiago Elizondo","DUR","P",12,1,"25.0",7,"0.58","2.52",0,NA,NA
"1064","2022","Geno Encina","AGS","P",18,9,"46.1",6,"0.33","1.17",0,NA,NA
"1065","2022","Angel Erro","TIG","1B",9,3,"36.0",36,"4.00","9.00",0,NA,NA
"1066","2022","Angel Erro","TIG","2B",3,2,"18.0",6,"2.00","3.00",0,NA,NA
"1067","2022","Edgmer Escalona","OAX","P",3,3,"14.1",1,"0.33","0.64",0,NA,NA
"1068","2022","Christopher Escarrega","VER","C",26,14,"152.1",137,"5.27","8.11",0,"6.09",0
"1069","2022","Luis Escobar","TAB","P",6,6,"22.1",5,"0.83","2.05",0,NA,NA
"1070","2022","Miguel Esparza","LAG","P",14,0,"17.2",2,"0.14","1.06",0,NA,NA
"1071","2022","Roberto Espinosa","MVA","P",4,0,"4.1",1,"0.25","2.25",0,NA,NA
"1072","2022","Alan Espinoza","VER","1B",4,2,"27.2",19,"4.75","6.33",0,NA,NA
"1073","2022","Roberto Espinoza","PUE","P",20,0,"14.1",1,"0.05","0.64",0,NA,NA
"1074","2022","Isaac Esqueda","MVA","P",9,1,"13.1",3,"0.33","2.08",0,NA,NA
"1075","2022","Hector Estrada","GDL","LF",3,1,"11.0",1,"0.33","0.82",0,NA,NA
"1076","2022","Hector Estrada","GDL","CF",28,5,"79.1",17,"0.61","1.94",0,NA,NA
"1077","2022","Hector Estrada","GDL","RF",4,0,"3.0",2,"0.50","6.00",0,NA,NA
"1078","2022","Jesse Estrada","GDL","P",25,6,"53.0",13,"0.52","2.21",0,NA,NA
"1079","2022","Jesus Fabela","MEX","CF",41,41,"292.0",68,"1.66","2.10",0,NA,NA
"1080","2022","Pedro Felix","MEX","C",3,0,"3.0",3,"1.00","9.00",0,"3.00",0
"1081","2022","Neftalí Feliz","MTY","P",41,0,"43.2",2,"0.05","0.42",0,NA,NA
"1082","2022","Pedro Fernandez","TIG","P",17,17,"95.2",22,"1.29","2.08",0,NA,NA
"1083","2022","Francisco Ferreiro","PUE","CF",4,2,"24.2",4,"1.00","1.50",0,NA,NA
"1084","2022","Francisco Ferreiro","PUE","RF",2,1,"8.0",1,"0.50","1.13",0,NA,NA
"1085","2022","Edwin Fierro","MEX","P",25,0,"23.2",3,"0.12","1.17",0,NA,NA
"1086","2022","Andres Figueroa","LAG","C",3,1,"15.0",11,"3.67","6.60",0,"4.80",0
"1087","2022","Carlos Figueroa","OAX","2B",1,0,"2.0",2,"2.00","9.00",0,NA,NA
"1088","2022","Jose Augusto Figueroa","MTY","LF",8,6,"55.0",12,"1.50","1.96",0,NA,NA
"1089","2022","Jose Augusto Figueroa","MTY","CF",1,0,"4.0",1,"1.00","2.25",0,NA,NA
"1090","2022","Wendell Floranus","TIG","P",33,1,"34.0",5,"0.15","1.32",0,NA,NA
"1091","2022","Aldo Flores","AGS","2B",6,6,"54.0",31,"5.17","5.17",0,NA,NA
"1092","2022","Alejandro Flores","LAG","LF",5,4,"30.0",7,"1.40","2.10",0,NA,NA
"1093","2022","Fernando Flores","LAG","1B",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"1094","2022","Jorge Flores","PUE","2B",1,1,"7.0",5,"5.00","6.43",0,NA,NA
"1095","2022","Kevin Flores","LEO","1B",2,1,"7.1",4,"2.00","5.14",0,NA,NA
"1096","2022","Kevin Flores","LAR","2B",7,4,"37.0",26,"3.71","6.32",0,NA,NA
"1097","2022","Kevin Flores","LAR","3B",5,5,"40.2",11,"2.20","2.48",0,NA,NA
"1098","2022","Manuel Flores","CAM","P",17,17,"90.0",10,"0.59","1.00",0,NA,NA
"1099","2022","Oziel Flores","OAX","SS",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"1100","2022","Oziel Flores","OAX","CF",5,2,"18.0",4,"0.80","2.00",0,NA,NA
"1101","2022","Oziel Flores","OAX","RF",4,4,"33.0",8,"2.00","2.18",0,NA,NA
"1102","2022","Rudy Flores","LAR","1B",6,3,"28.2",32,"5.33","10.29",0,NA,NA
"1103","2022","Rudy Flores","LAR","RF",2,2,"13.0",2,"1.00","1.38",0,NA,NA
"1104","2022","Ryan Flores","DUR","P",5,5,"20.1",3,"0.60","1.35",0,NA,NA
"1105","2022","Enderson Franco","DUR","P",6,6,"28.1",3,"0.50","0.96",0,NA,NA
"1106","2022","Antonio Frias","TIG","P",2,2,"6.2",1,"0.50","1.50",0,NA,NA
"1107","2022","Jose Frutos","MEX","P",8,0,"10.1",1,"0.13","0.90",0,NA,NA
"1108","2022","Balbino Fuenmayor","LAR","1B",14,13,"106.0",99,"7.07","8.41",0,NA,NA
"1109","2022","Joshua Fuentes","YUC","1B",1,1,"8.0",7,"7.00","7.88",0,NA,NA
"1110","2022","Joshua Fuentes","YUC","SS",1,1,"6.0",2,"2.00","3.00",0,NA,NA
"1111","2022","Jose Gaitan","VER","LF",6,1,"20.0",4,"0.67","1.80",0,NA,NA
"1112","2022","Jose Gaitan","VER","RF",3,2,"18.2",1,"0.33","0.50",0,NA,NA
"1113","2022","Gilberto Galaviz","AGS","C",43,41,"325.2",300,"6.98","8.31",0,"5.44",0
"1114","2022","Augie Gallardo","LEO","P",8,0,"6.0",2,"0.25","3.00",0,NA,NA
"1115","2022","Alex Gallegos","LAG","P",24,1,"29.2",8,"0.33","2.48",0,NA,NA
"1116","2022","Hector Galvan","MEX","P",18,0,"20.1",2,"0.11","0.90",0,NA,NA
"1117","2022","Randy Galvez","SLT","P",1,0,"2.0",2,"2.00","9.00",0,NA,NA
"1118","2022","Juan Carlos Gamboa","MEX","1B",1,0,"2.0",4,"4.00","18.00",0,NA,NA
"1119","2022","Juan Carlos Gamboa","MEX","LF",2,2,"12.0",3,"1.50","2.25",0,NA,NA
"1120","2022","Miguel Gamboa","MTY","RF",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1121","2022","Alan Garcia","LEO","1B",9,2,"31.0",32,"3.56","9.29",0,NA,NA
"1122","2022","Alan Garcia","LEO","LF",13,10,"86.0",11,"0.85","1.15",0,NA,NA
"1123","2022","Brian Garcia","LAG","2B",2,0,"6.0",4,"2.00","6.00",0,NA,NA
"1124","2022","Gabriel Garcia","MTY","P",13,13,"58.2",12,"0.92","1.86",0,NA,NA
"1125","2022","Gerardo Garcia","TAB","2B",3,1,"14.0",8,"2.67","5.14",0,NA,NA
"1126","2022","Gerardo Garcia","TAB","3B",6,2,"24.0",9,"1.50","3.38",0,NA,NA
"1127","2022","Gerardo Garcia","TAB","SS",2,1,"9.0",4,"2.00","4.00",0,NA,NA
"1128","2022","Hanzel Garcia","LEO","3B",1,0,"3.0",1,"1.00","3.00",0,NA,NA
"1129","2022","Jesus Garcia","DUR","P",34,0,"25.2",3,"0.09","1.08",0,NA,NA
"1130","2022","Juan Carlos Garcia","AGS","C",7,1,"26.1",30,"4.29","10.38",0,"5.47",0
"1131","2022","Kevin Garcia","PUE","C",12,10,"75.0",55,"4.58","6.60",0,"5.16",0
"1132","2022","Onelki Garcia","YUC","P",6,6,"24.1",2,"0.33","0.75",0,NA,NA
"1133","2022","Anthony García","GDL","RF",24,23,"169.0",31,"1.29","1.65",0,NA,NA
"1134","2022","Jason García","OAX","P",4,4,"17.1",1,"0.25","0.53",0,NA,NA
"1135","2022","Jonas Garibay","YUC","P",21,0,"30.1",9,"0.43","2.70",0,NA,NA
"1136","2022","Adrian Garza","LEO","P",3,0,"2.0",1,"0.33","4.50",0,NA,NA
"1137","2022","Antonio Garzon","CAM","P",37,0,"27.2",9,"0.24","3.00",0,NA,NA
"1138","2022","Amilcar Gaxiola","TIG","P",8,4,"14.1",2,"0.25","1.29",0,NA,NA
"1139","2022","Anthony Giansanti","VER","LF",33,33,"247.2",42,"1.27","1.53",0,NA,NA
"1140","2022","Anthony Giansanti","VER","CF",10,8,"65.0",17,"1.70","2.35",0,NA,NA
"1141","2022","Amilcar Gomez","AGS","LF",25,21,"154.0",30,"1.20","1.75",0,NA,NA
"1142","2022","Amilcar Gomez","AGS","CF",27,23,"206.0",54,"2.00","2.36",0,NA,NA
"1143","2022","Bradley Gonzales","LEO","P",16,4,"29.1",4,"0.25","1.24",0,NA,NA
"1144","2022","Alejandro Gonzalez","MEX","LF",26,20,"156.0",34,"1.31","1.96",0,NA,NA
"1145","2022","Alejandro Gonzalez","MEX","CF",37,27,"249.0",54,"1.46","1.95",0,NA,NA
"1146","2022","Alejandro Gonzalez","MEX","RF",1,1,"8.0",3,"3.00","3.38",0,NA,NA
"1147","2022","Alvaro Gonzalez","LAG","1B",5,2,"19.0",16,"3.20","7.58",0,NA,NA
"1148","2022","Alvaro Gonzalez","LAG","LF",2,2,"9.0",2,"1.00","2.00",0,NA,NA
"1149","2022","Edgar Gonzalez","SLT","P",20,13,"58.2",10,"0.50","1.55",0,NA,NA
"1150","2022","Felipe Gonzalez","MTY","P",12,0,"13.0",2,"0.17","1.38",0,NA,NA
"1151","2022","Jorge Gonzalez","AGS","1B",5,2,"21.0",28,"5.60","12.00",0,NA,NA
"1152","2022","Jorge Gonzalez","AGS","LF",6,6,"36.1",10,"1.67","2.50",0,NA,NA
"1153","2022","Orlando Gonzalez","SLT","P",14,1,"20.1",1,"0.07","0.45",0,NA,NA
"1154","2022","Santiago Gonzalez","DUR","LF",14,5,"60.0",20,"1.43","3.00",0,NA,NA
"1155","2022","Severino González","OAX","P",12,0,"12.0",3,"0.25","2.25",0,NA,NA
"1156","2022","Brian Goodwin","YUC","LF",15,15,"119.0",28,"1.87","2.12",0,NA,NA
"1157","2022","Brian Goodwin","YUC","CF",12,12,"100.0",25,"2.08","2.25",0,NA,NA
"1158","2022","Brian Goodwin","YUC","RF",2,2,"16.0",1,"0.50","0.56",0,NA,NA
"1159","2022","Ariel Gracia","OAX","P",21,1,"27.0",1,"0.05","0.33",0,NA,NA
"1160","2022","Mikell Granberry","VER","RF",5,2,"20.0",1,"0.20","0.45",0,NA,NA
"1161","2022","Conner Greene","MEX","P",12,0,"12.0",2,"0.17","1.50",0,NA,NA
"1162","2022","Javy Guerra","TIJ","P",31,0,"28.0",4,"0.13","1.29",0,NA,NA
"1163","2022","Junior Guerra","LAR","P",16,16,"83.1",12,"0.75","1.30",0,NA,NA
"1164","2022","Daniel Guerrero","AGS","P",10,0,"12.0",1,"0.10","0.75",0,NA,NA
"1165","2022","Jason Gurka","GDL","P",41,0,"29.0",4,"0.10","1.24",0,NA,NA
"1166","2022","Adrian Gusman","MTY","P",20,8,"40.0",10,"0.50","2.25",0,NA,NA
"1167","2022","Beder Gutierrez","LAR","LF",19,0,"31.1",3,"0.16","0.87",0,NA,NA
"1168","2022","Beder Gutierrez","LAR","RF",5,4,"35.0",7,"1.40","1.80",0,NA,NA
"1169","2022","David Gutierrez","YUC","P",40,0,"39.0",6,"0.15","1.38",0,NA,NA
"1170","2022","Demetrio Gutierrez","CAM","P",9,9,"43.2",7,"0.78","1.47",0,NA,NA
"1171","2022","Gerardo Gutierrez","LAR","P",22,2,"40.0",5,"0.23","1.13",0,NA,NA
"1172","2022","Antonio Guzman","PUE","P",18,0,"16.0",1,"0.06","0.56",0,NA,NA
"1173","2022","Marco Guzman","CAM","1B",1,0,"2.0",4,"4.00","18.00",0,NA,NA
"1174","2022","Marco Guzman","CAM","2B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1175","2022","Marco Guzman","CAM","LF",3,0,"9.0",1,"0.33","1.00",0,NA,NA
"1176","2022","Miguel Guzman","PUE","CF",3,3,"25.0",6,"2.00","2.16",0,NA,NA
"1177","2022","Héctor Gómez","DUR","SS",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"1178","2022","Kyle Halbohn","CAM","P",17,0,"13.2",2,"0.12","1.38",0,NA,NA
"1179","2022","Casey Harman","LAG","P",11,11,"49.2",4,"0.36","0.73",0,NA,NA
"1180","2022","Esteban Haro","PUE","P",38,0,"31.2",2,"0.05","0.58",0,NA,NA
"1181","2022","Juan Haro","TIG","C",2,1,"8.0",7,"3.50","7.88",0,"2.25",0
"1182","2022","Alonzo Harris","LAR","LF",31,15,"142.2",23,"0.74","1.46",0,NA,NA
"1183","2022","Alonzo Harris","LAR","CF",3,1,"14.0",1,"0.33","0.64",0,NA,NA
"1184","2022","Donnie Hart","LAR","P",30,0,"28.2",9,"0.30","2.89",0,NA,NA
"1185","2022","Zach Hartman","DUR","P",34,0,"29.2",1,"0.03","0.31",0,NA,NA
"1186","2022","Deunte Heath","MVA","P",25,0,"25.1",2,"0.08","0.72",0,NA,NA
"1187","2022","Bernardo Heras","GDL","1B",2,0,"5.0",1,"0.50","1.80",0,NA,NA
"1188","2022","Bernardo Heras","GDL","2B",2,0,"3.0",1,"0.50","3.00",0,NA,NA
"1189","2022","Bernardo Heras","GDL","3B",2,1,"12.0",2,"1.00","1.50",0,NA,NA
"1190","2022","Bernardo Heras","GDL","LF",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"1191","2022","Bernardo Heras","GDL","RF",4,2,"16.0",2,"0.50","1.13",0,NA,NA
"1192","2022","Leo Heras","GDL","2B",1,0,"3.0",2,"2.00","6.00",0,NA,NA
"1193","2022","Nicolas Heredia","VER","P",10,5,"22.1",1,"0.10","0.41",0,NA,NA
"1194","2022","Carlos Hernandez","TIJ","P",27,2,"44.2",9,"0.33","1.84",0,NA,NA
"1195","2022","Felipe Hernandez","CAM","P",9,2,"14.2",2,"0.22","1.29",0,NA,NA
"1196","2022","Francisco Hernandez","LAG","LF",33,16,"177.2",39,"1.18","1.98",0,NA,NA
"1197","2022","Francisco Hernandez","LAG","CF",3,1,"12.0",4,"1.33","3.00",0,NA,NA
"1198","2022","Francisco Hernandez","LAG","RF",11,4,"56.2",15,"1.36","2.41",0,NA,NA
"1199","2022","Hector Hernandez","VER","SS",11,7,"63.0",34,"3.09","4.86",0,NA,NA
"1200","2022","Hector Hernandez","SLT","3B",1,1,"9.0",5,"5.00","5.00",0,NA,NA
"1201","2022","Josuan Hernandez","LEO","LF",19,18,"139.2",34,"1.79","2.20",0,NA,NA
"1202","2022","Josuan Hernandez","LEO","RF",5,5,"41.0",10,"2.00","2.20",0,NA,NA
"1203","2022","Josuan Hernandez","SLT","1B",1,0,"2.0",4,"4.00","18.00",0,NA,NA
"1204","2022","Julio Hernandez","VER","P",4,0,"1.2",2,"0.50","18.00",0,NA,NA
"1205","2022","Ramon Hernandez","TAB","1B",4,4,"28.0",22,"5.50","7.07",0,NA,NA
"1206","2022","Ricardo Hernandez","AGS","P",19,2,"28.0",6,"0.32","1.93",0,NA,NA
"1207","2022","Gorkys Hernández","CAM","LF",6,6,"48.1",11,"1.83","2.06",0,NA,NA
"1208","2022","Gorkys Hernández","CAM","CF",5,5,"37.0",6,"1.20","1.46",0,NA,NA
"1209","2022","Gorkys Hernández","CAM","RF",9,9,"63.0",15,"1.67","2.14",0,NA,NA
"1210","2022","Anthony Herrera","TIJ","P",28,0,"31.2",6,"0.21","1.74",0,NA,NA
"1211","2022","David Holmberg","PUE","P",5,5,"19.2",2,"0.40","0.95",0,NA,NA
"1212","2022","Jesus Huerta","PUE","P",16,2,"17.2",1,"0.06","0.53",0,NA,NA
"1213","2022","Alfredo Hurtado","MTY","2B",1,0,"5.0",4,"4.00","7.20",0,NA,NA
"1214","2022","Oscar Hurtado","TAB","P",14,1,"21.1",3,"0.21","1.29",0,NA,NA
"1215","2022","Christian Ibarra","GDL","3B",15,12,"98.0",35,"2.33","3.21",0,NA,NA
"1216","2022","Christian Ibarra","GDL","SS",5,1,"16.0",5,"1.00","2.81",0,NA,NA
"1217","2022","Jeff Ibarra","LAG","P",22,0,"16.0",6,"0.27","3.38",0,NA,NA
"1218","2022","Walter Ibarra","YUC","1B",11,10,"78.0",78,"7.09","9.00",0,NA,NA
"1219","2022","Walter Ibarra","YUC","3B",1,1,"9.0",4,"4.00","4.00",0,NA,NA
"1220","2022","Joel Inoa","DUR","P",6,3,"14.1",2,"0.33","1.29",0,NA,NA
"1221","2022","Ivan Izaguirre","SLT","P",22,0,"20.0",3,"0.14","1.35",0,NA,NA
"1222","2022","Marco Jaime","YUC","LF",2,1,"10.0",4,"2.00","3.60",0,NA,NA
"1223","2022","Marco Jaime","YUC","CF",1,1,"7.0",1,"1.00","1.29",0,NA,NA
"1224","2022","Daniel Jimenez","CAM","CF",2,2,"19.0",8,"4.00","3.79",0,NA,NA
"1225","2022","Ulises Joaquin","AGS","P",3,0,"3.1",1,"0.33","3.00",0,NA,NA
"1226","2022","Mike Kickham","GDL","P",2,1,"2.1",2,"1.00","9.00",0,NA,NA
"1227","2022","Jordan Kipper","LAG","P",5,5,"15.2",5,"1.00","3.00",0,NA,NA
"1228","2022","Juan Kirk","PUE","C",10,5,"55.2",47,"4.70","7.69",0,"5.82",0
"1229","2022","Brody Koerner","LAR","P",1,1,"5.0",1,"1.00","1.80",0,NA,NA
"1230","2022","Ryan Kussmaul","AGS","P",7,0,"7.0",1,"0.14","1.29",0,NA,NA
"1231","2022","Antonio Lamas","PUE","2B",4,4,"33.0",23,"5.75","6.27",0,NA,NA
"1232","2022","Victor Landeta","PUE","C",2,0,"6.0",4,"2.00","6.00",0,"16.50",0
"1233","2022","Albert Lara","TAB","1B",3,0,"3.1",1,"0.33","3.00",0,NA,NA
"1234","2022","Albert Lara","TAB","SS",3,3,"25.0",22,"7.33","7.92",0,NA,NA
"1235","2022","Albert Lara","TAB","LF",2,0,"15.0",2,"1.00","1.20",0,NA,NA
"1236","2022","Albert Lara","TAB","CF",2,1,"10.0",5,"2.50","4.50",0,NA,NA
"1237","2022","Kyle Lazcano","CAM","P",22,5,"34.0",3,"0.14","0.79",0,NA,NA
"1238","2022","Maxwell Leon","TIJ","RF",1,0,"6.1",1,"1.00","1.50",0,NA,NA
"1239","2022","Alberto Leyva","LAG","P",38,0,"36.2",6,"0.16","1.50",0,NA,NA
"1240","2022","Elian Leyva","YUC","P",14,14,"71.2",12,"0.86","1.52",0,NA,NA
"1241","2022","Elvin Liriano","OAX","P",11,0,"12.2",3,"0.27","2.25",0,NA,NA
"1242","2022","Diego Lizarraga","LEO","2B",7,5,"40.0",25,"3.57","5.63",0,NA,NA
"1243","2022","Diego Lizarraga","LEO","LF",2,2,"15.0",4,"2.00","2.40",0,NA,NA
"1244","2022","Diego Lizarraga","LEO","RF",2,0,"2.1",2,"1.00","9.00",0,NA,NA
"1245","2022","Jose Lizarraga","TIG","C",18,11,"114.0",87,"4.83","6.87",0,"7.50",0
"1246","2022","Jose Lizarraga","TIG","1B",2,1,"10.0",15,"7.50","13.50",0,NA,NA
"1247","2022","Kyle Lobstein","TIJ","P",13,4,"23.1",3,"0.23","1.17",0,NA,NA
"1248","2022","Derrick Loop","TAB","P",43,0,"41.0",7,"0.16","1.54",0,NA,NA
"1249","2022","Abraham Lopez","YUC","C",6,1,"22.0",18,"3.00","7.36",0,"3.68",0
"1250","2022","Alfredo Lopez","DUR","2B",5,5,"36.0",19,"3.80","4.75",0,NA,NA
"1251","2022","Alfredo Lopez","DUR","SS",2,0,"2.0",2,"1.00","9.00",0,NA,NA
"1252","2022","Alfredo Lopez","DUR","RF",12,1,"20.2",6,"0.50","2.70",0,NA,NA
"1253","2022","Arturo Lopez","MEX","P",14,6,"40.1",5,"0.36","1.13",0,NA,NA
"1254","2022","Eduar Lopez","OAX","P",4,4,"16.0",3,"0.75","1.69",0,NA,NA
"1255","2022","Elmer Lopez","DUR","RF",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"1256","2022","Ethan Lopez","AGS","3B",5,0,"10.0",1,"0.20","0.90",0,NA,NA
"1257","2022","Jose Manuel Lopez","GDL","P",28,0,"24.2",3,"0.11","1.13",0,NA,NA
"1258","2022","Ulises Lopez","LEO","P",24,7,"49.0",17,"0.71","3.12",0,NA,NA
"1259","2022","Josh Lowey","MVA","P",6,5,"22.2",3,"0.50","1.23",0,NA,NA
"1260","2022","Josh Lueke","LAG","P",36,0,"40.2",6,"0.17","1.35",0,NA,NA
"1261","2022","Francisco Lugo","TAB","1B",1,0,"2.2",3,"3.00","13.50",0,NA,NA
"1262","2022","Hector Lujan","MVA","P",27,0,"28.2",7,"0.26","2.25",0,NA,NA
"1263","2022","Jose Luna","TAB","2B",1,0,"3.0",1,"1.00","3.00",0,NA,NA
"1264","2022","Jose Luna","TAB","LF",3,2,"20.0",4,"1.33","1.80",0,NA,NA
"1265","2022","Jose Luna","TAB","RF",2,0,"3.0",1,"0.50","3.00",0,NA,NA
"1266","2022","Brennon Lund","LAR","RF",22,21,"158.2",22,"1.00","1.25",0,NA,NA
"1267","2022","Irving Machuca","CAM","P",20,0,"19.0",2,"0.10","0.95",0,NA,NA
"1268","2022","Juan Macias","TAB","P",16,0,"21.1",1,"0.06","0.43",0,NA,NA
"1269","2022","Juan Macias","SLT","CF",2,0,"3.0",1,"0.50","3.00",0,NA,NA
"1270","2022","Sergio Macias","MVA","C",11,6,"60.0",45,"4.09","6.75",0,"5.40",0
"1271","2022","Sergio Macias","MVA","2B",16,1,"41.0",22,"1.38","4.83",0,NA,NA
"1272","2022","Sergio Macias","MVA","SS",1,0,"4.0",4,"4.00","9.00",0,NA,NA
"1273","2022","Carlo Mancillas","YUC","2B",2,1,"10.0",1,"0.50","0.90",0,NA,NA
"1274","2022","Carlo Mancillas","YUC","3B",11,4,"52.0",14,"1.27","2.42",0,NA,NA
"1275","2022","Jheyson Manzueta","LEO","P",18,17,"85.1",10,"0.56","1.06",0,NA,NA
"1276","2022","Victor Marquez","DUR","3B",2,0,"3.2",1,"0.50","3.00",0,NA,NA
"1277","2022","Ignacio Marrujo","TAB","P",13,12,"47.0",8,"0.62","1.53",0,NA,NA
"1278","2022","Andres Martin","VER","LF",15,8,"86.2",28,"1.87","2.93",0,NA,NA
"1279","2022","Andres Martin","VER","RF",2,2,"17.0",3,"1.50","1.59",0,NA,NA
"1280","2022","Alejandro Martinez","VER","P",22,3,"33.2",9,"0.41","2.45",0,NA,NA
"1281","2022","Dallas Martinez","MTY","P",12,9,"39.0",7,"0.58","1.62",0,NA,NA
"1282","2022","Erik Martinez","MVA","P",10,0,"10.0",3,"0.30","2.70",0,NA,NA
"1283","2022","Jesus Martinez","MTY","P",33,0,"29.0",5,"0.15","1.55",0,NA,NA
"1284","2022","Luis Martinez","SLT","P",5,5,"19.1",3,"0.60","1.42",0,NA,NA
