"","Year","Name","Team","POS","GP","GS","INN","TC","RF/G","RF/9","TE","CERA","CI"
"2489","2024","Francisco Hernandez","LAG","LF",10,1,"22.0",4,"0.40","1.64",0,NA,NA
"2490","2024","Francisco Hernandez","LAG","CF",6,0,"14.0",2,"0.33","1.29",0,NA,NA
"2491","2024","Francisco Hernandez","LAG","RF",14,6,"64.0",12,"0.86","1.69",0,NA,NA
"2492","2024","Josuan Hernandez","TIG","3B",1,1,"7.0",3,"3.00","3.86",0,NA,NA
"2493","2024","Josuan Hernandez","TIG","LF",1,0,"2.0",2,"2.00","9.00",0,NA,NA
"2494","2024","Kenny Hernandez","PUE","P",26,1,"24.0",1,"0.04","0.38",0,NA,NA
"2495","2024","Ramon Hernandez","MVA","1B",6,2,"28.2",30,"5.00","9.64",0,NA,NA
"2496","2024","Ricardo Hernandez","DUR","P",7,0,"6.2",2,"0.29","3.00",0,NA,NA
"2497","2024","Yadiel Hernandez","LAR","1B",4,2,"18.0",15,"3.75","7.50",0,NA,NA
"2498","2024","Ariel Hernández","JAL","P",7,0,"6.0",1,"0.14","1.50",0,NA,NA
"2499","2024","Anthony Herrera","AGS","P",9,0,"10.0",1,"0.11","0.90",0,NA,NA
"2500","2024","Carlos Herrera","CHI","2B",3,3,"24.0",11,"3.67","4.13",0,NA,NA
"2501","2024","Kurt Heyer","SLT","P",29,0,"27.0",12,"0.41","4.00",0,NA,NA
"2502","2024","Jesus Higuera","CAM","SS",2,2,"16.0",9,"4.50","5.06",0,NA,NA
"2503","2024","Yaramil Hiraldo","DUR","P",24,0,"22.0",5,"0.21","2.05",0,NA,NA
"2504","2024","Adam Hofacket","LEO","P",38,0,"31.2",2,"0.05","0.58",0,NA,NA
"2505","2024","Jesus Huerta","PUE","P",29,0,"29.0",6,"0.21","1.86",0,NA,NA
"2506","2024","Niko Hulsizer","TIG","RF",7,7,"52.1",17,"2.43","2.94",0,NA,NA
"2507","2024","Alfredo Hurtado","JAL","1B",1,0,"2.2",4,"4.00","18.00",0,NA,NA
"2508","2024","Alfredo Hurtado","JAL","2B",7,0,"9.0",4,"0.57","4.00",0,NA,NA
"2509","2024","Alfredo Hurtado","JAL","3B",7,3,"29.0",13,"1.86","4.03",0,NA,NA
"2510","2024","Alfredo Hurtado","JAL","SS",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2511","2024","Jeff Ibarra","LAG","P",39,0,"28.1",7,"0.18","2.25",0,NA,NA
"2512","2024","Walter Ibarra","YUC","1B",3,2,"19.0",15,"5.00","7.11",0,NA,NA
"2513","2024","Walter Ibarra","YUC","2B",7,2,"30.0",13,"1.86","3.90",0,NA,NA
"2514","2024","Walter Ibarra","YUC","3B",1,0,"2.2",1,"1.00","4.50",0,NA,NA
"2515","2024","Ivan Izaguirre","SLT","P",17,0,"20.0",4,"0.24","1.80",0,NA,NA
"2516","2024","Marco Jaime","AGS","3B",1,0,"2.0",2,"2.00","9.00",0,NA,NA
"2517","2024","Odalvi Javier","OAX","P",29,7,"52.2",10,"0.34","1.73",0,NA,NA
"2518","2024","Williams Jerez","OAX","P",32,1,"27.0",4,"0.13","1.33",0,NA,NA
"2519","2024","Domingo Jimenez","PUE","P",18,0,"16.0",1,"0.06","0.56",0,NA,NA
"2520","2024","Isaac Jimenez","DUR","P",37,0,"33.0",6,"0.16","1.64",0,NA,NA
"2521","2024","Keone Kela","LAR","P",42,0,"40.0",6,"0.14","1.35",0,NA,NA
"2522","2024","Kevin Kelly","MTY","P",16,11,"52.0",9,"0.56","1.56",0,NA,NA
"2523","2024","Gunnar Kines","DUR","P",10,4,"23.0",2,"0.20","0.78",0,NA,NA
"2524","2024","Nolan Kingham","MTY","P",14,8,"42.0",5,"0.36","1.07",0,NA,NA
"2525","2024","Max Kuhns","LEO","P",41,1,"39.0",5,"0.12","1.15",0,NA,NA
"2526","2024","Alay Lago","TIG","3B",7,6,"55.0",12,"1.71","1.96",0,NA,NA
"2527","2024","Alay Lago","TIG","SS",2,1,"11.0",3,"1.50","2.45",0,NA,NA
"2528","2024","Mitch Lambson","SLT","P",11,8,"40.2",10,"0.91","2.25",0,NA,NA
"2529","2024","Albert Lara","LAG","3B",11,8,"73.0",20,"1.82","2.47",0,NA,NA
"2530","2024","Stevie Ledesma","MVA","P",5,2,"10.2",1,"0.20","0.90",0,NA,NA
"2531","2024","Khalil Lee","CHI","CF",2,2,"16.0",3,"1.50","1.69",0,NA,NA
"2532","2024","Julian Leon","LAG","C",32,29,"228.0",185,"5.78","7.30",0,"5.01",0
"2533","2024","Alberto Leyva","CHI","P",29,0,"24.2",7,"0.24","2.63",0,NA,NA
"2534","2024","Gabriel Lino","OAX","1B",7,3,"27.2",30,"4.29","10.00",0,NA,NA
"2535","2024","Elvin Liriano","MVA","P",22,3,"23.1",1,"0.05","0.39",0,NA,NA
"2536","2024","Walker Lockett","TAB","P",3,3,"14.0",2,"0.67","1.29",0,NA,NA
"2537","2024","Shed Long Jr.","TAB","2B",2,2,"12.0",6,"3.00","4.50",0,NA,NA
"2538","2024","Derrick Loop","SLT","P",37,0,"30.1",9,"0.24","2.70",0,NA,NA
"2539","2024","Alan Lopez","LEO","1B",3,0,"7.0",8,"2.67","10.29",0,NA,NA
"2540","2024","Alfredo Lopez","DUR","2B",2,0,"3.0",1,"0.50","3.00",0,NA,NA
"2541","2024","Elmer Lopez","DUR","LF",2,0,"4.0",2,"1.00","4.50",0,NA,NA
"2542","2024","Elmer Lopez","DUR","CF",6,1,"14.0",6,"1.00","3.86",0,NA,NA
"2543","2024","Irving Lopez","PUE","2B",19,18,"143.2",85,"4.47","5.35",0,NA,NA
"2544","2024","Ulises Lopez","AGS","P",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2545","2024","Zac Lowther","TIJ","P",5,4,"24.2",1,"0.20","0.38",0,NA,NA
"2546","2024","Jesus Loya","CHI","1B",1,1,"9.0",7,"7.00","7.00",0,NA,NA
"2547","2024","Jesus Loya","CHI","LF",19,18,"146.0",27,"1.42","1.66",0,NA,NA
"2548","2024","Ivan Lozano","VER","2B",2,0,"3.0",2,"1.00","6.00",0,NA,NA
"2549","2024","Dawel Lugo","TAB","2B",1,1,"9.0",1,"1.00","1.00",0,NA,NA
"2550","2024","Francisco Lugo","TAB","1B",5,1,"13.1",16,"3.20","11.08",0,NA,NA
"2551","2024","Francisco Lugo","TAB","LF",6,2,"27.0",4,"0.67","1.33",0,NA,NA
"2552","2024","Francisco Lugo","TAB","RF",8,4,"39.0",8,"1.00","1.85",0,NA,NA
"2553","2024","Rito Lugo","PUE","P",12,7,"27.2",7,"0.58","2.33",0,NA,NA
"2554","2024","Eduardo Luna","LAR","C",3,0,"5.0",7,"2.33","12.60",0,"12.60",0
"2555","2024","Jose Luna","VER","LF",5,2,"24.0",2,"0.40","0.75",0,NA,NA
"2556","2024","Jose Luna","VER","RF",4,0,"8.0",1,"0.25","1.13",0,NA,NA
"2557","2024","Jose Luna","AGS","P",27,0,"22.2",7,"0.26","2.86",0,NA,NA
"2558","2024","Yoan López","LAG","P",49,0,"53.1",10,"0.20","1.70",0,NA,NA
"2559","2024","Diago Machado","TIJ","RF",3,0,"6.0",2,"0.67","3.00",0,NA,NA
"2560","2024","Irving Machuca","CAM","P",32,0,"33.1",6,"0.19","1.64",0,NA,NA
"2561","2024","Vimael Machín","JAL","1B",3,3,"27.0",31,"10.33","10.33",0,NA,NA
"2562","2024","Diego Madero","SLT","2B",8,5,"46.2",27,"3.38","5.28",0,NA,NA
"2563","2024","Diego Madero","SLT","SS",2,0,"8.0",3,"1.50","3.38",0,NA,NA
"2564","2024","Terance Marin","SLT","P",4,0,"6.2",1,"0.25","1.50",0,NA,NA
"2565","2024","Emilio Marquez","PUE","P",9,5,"17.2",2,"0.22","1.06",0,NA,NA
"2566","2024","Jose Isidro Marquez","TIG","P",38,0,"29.2",6,"0.16","1.86",0,NA,NA
"2567","2024","Luis Marquez","VER","P",4,0,"4.0",1,"0.25","2.25",0,NA,NA
"2568","2024","Victor Marquez","DUR","2B",2,0,"4.0",2,"1.00","4.50",0,NA,NA
"2569","2024","Ignacio Marrujo","CAM","P",15,0,"13.2",1,"0.07","0.69",0,NA,NA
"2570","2024","Alberth Martinez","LEO","LF",18,11,"111.2",19,"1.06","1.54",0,NA,NA
"2571","2024","Jorge Martinez","QRO","P",16,11,"70.0",7,"0.44","0.90",0,NA,NA
"2572","2024","Jose Martinez","LAR","2B",2,1,"2.0",1,"0.50","4.50",0,NA,NA
"2573","2024","Luis Martinez","AGS","P",3,1,"7.2",2,"0.67","2.57",0,NA,NA
"2574","2024","Luis Carlos Martinez","SLT","2B",2,0,"7.0",5,"2.50","6.43",0,NA,NA
"2575","2024","R.J. Martinez","TAB","P",26,5,"40.1",5,"0.19","1.13",0,NA,NA
"2576","2024","Rogelio Martinez","CHI","P",31,0,"36.2",5,"0.16","1.25",0,NA,NA
"2577","2024","Yordi Martinez","CAM","LF",10,0,"26.1",5,"0.50","1.73",0,NA,NA
"2578","2024","Yordi Martinez","CAM","CF",2,1,"8.0",3,"1.50","3.38",0,NA,NA
"2579","2024","Yordi Martinez","CAM","RF",9,3,"35.0",3,"0.33","0.77",0,NA,NA
"2580","2024","Carlos Martínez","CHI","1B",4,4,"38.0",36,"9.00","8.53",0,NA,NA
"2581","2024","José A. Martínez","YUC","1B",3,1,"17.0",18,"6.00","9.53",0,NA,NA
"2582","2024","José A. Martínez","YUC","LF",11,11,"77.0",13,"1.18","1.52",0,NA,NA
"2583","2024","Oliver Mateo","TAB","P",5,0,"5.0",1,"0.20","1.80",0,NA,NA
"2584","2024","Seuly Matias","CHI","CF",14,14,"107.2",35,"2.50","2.94",0,NA,NA
"2585","2024","J.J. Matijevic","DUR","RF",2,2,"19.0",5,"2.50","2.37",0,NA,NA
"2586","2024","Zach Matson","CAM","P",18,17,"76.2",8,"0.44","0.95",0,NA,NA
"2587","2024","Jack Mayfield","TIJ","3B",2,1,"13.0",2,"1.00","1.38",0,NA,NA
"2588","2024","Patrick Mazeika","MEX","C",13,12,"114.0",123,"9.46","9.71",0,"2.92",0
"2589","2024","Kevin McGovern","JAL","P",6,3,"14.1",1,"0.17","0.64",0,NA,NA
"2590","2024","Thomas McIlraith","LAG","P",40,0,"43.1",9,"0.23","1.88",0,NA,NA
"2591","2024","Ian McKinney","MVA","P",5,5,"18.1",4,"0.80","2.00",0,NA,NA
"2592","2024","Carlos Medina","MTY","P",2,0,"3.0",1,"0.50","3.00",0,NA,NA
"2593","2024","Jose Carlos Medina","AGS","P",16,2,"23.0",2,"0.13","0.78",0,NA,NA
"2594","2024","Luis Medina","LEO","2B",9,3,"33.1",24,"2.67","6.55",0,NA,NA
"2595","2024","Luis Medina","LEO","3B",2,0,"3.2",3,"1.50","9.00",0,NA,NA
"2596","2024","Luis Medina","PUE","2B",3,0,"5.0",3,"1.00","5.40",0,NA,NA
"2597","2024","Kevin Medrano","LAR","3B",2,0,"3.0",1,"0.50","3.00",0,NA,NA
"2598","2024","Ronald Medrano","AGS","P",15,15,"81.1",17,"1.13","1.89",0,NA,NA
"2599","2024","Alex D. Mejia","SLT","1B",4,1,"11.1",13,"3.25","10.64",0,NA,NA
"2600","2024","Cristian Mejia","OAX","C",8,4,"34.0",27,"3.38","7.15",0,"7.94",0
"2601","2024","Manuel Melendez","VER","CF",2,0,"5.0",2,"1.00","3.60",0,NA,NA
"2602","2024","Keury Mella","MTY","P",33,0,"29.2",8,"0.24","2.48",0,NA,NA
"2603","2024","Ozzie Mendez","DUR","P",39,0,"22.0",3,"0.08","1.23",0,NA,NA
"2604","2024","Roman Mendez","QRO","P",46,0,"43.1",16,"0.35","3.35",0,NA,NA
"2605","2024","Brayan Mendoza","MTY","RF",5,0,"11.0",4,"0.80","3.27",0,NA,NA
"2606","2024","Drew Mendoza","CHI","1B",1,1,"8.0",7,"7.00","7.88",0,NA,NA
"2607","2024","Drew Mendoza","CHI","LF",3,2,"18.0",4,"1.33","2.00",0,NA,NA
"2608","2024","Jonathan Mendoza","CAM","3B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2609","2024","Daniel Mercado","PUE","C",6,1,"12.0",5,"0.83","3.75",0,"9.00",0
"2610","2024","Melvin Mercedes","TIG","CF",15,9,"81.0",23,"1.53","2.56",0,NA,NA
"2611","2024","Yermín Mercedes","SLT","RF",2,0,"7.0",1,"0.50","1.29",0,NA,NA
"2612","2024","José Mesa Jr.","VER","P",23,0,"24.2",2,"0.09","0.75",0,NA,NA
"2613","2024","Mario Meza","SLT","P",36,0,"31.0",6,"0.17","1.74",0,NA,NA
"2614","2024","Kevin Milam","TAB","P",6,2,"11.1",3,"0.50","2.45",0,NA,NA
"2615","2024","Tommy Milone","SLT","P",14,13,"63.0",11,"0.79","1.57",0,NA,NA
"2616","2024","Javier Mirabal","LEO","P",11,0,"14.1",2,"0.18","1.29",0,NA,NA
"2617","2024","Aríel Miranda","CAM","P",15,15,"72.2",3,"0.20","0.38",0,NA,NA
"2618","2024","Luis Miranda","OAX","P",16,16,"72.0",11,"0.69","1.38",0,NA,NA
"2619","2024","Daniel Missaki","MEX","P",5,0,"6.0",1,"0.20","1.50",0,NA,NA
"2620","2024","Hector Mora","CHI","3B",2,0,"2.1",1,"0.50","4.50",0,NA,NA
"2621","2024","Jose Mora","MVA","P",7,0,"9.1",2,"0.29","2.00",0,NA,NA
"2622","2024","Juan Mora","MVA","2B",9,5,"50.0",25,"2.78","4.50",0,NA,NA
"2623","2024","Juan Mora","MVA","SS",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"2624","2024","Ramon Mora","LAG","2B",1,1,"4.0",3,"3.00","6.75",0,NA,NA
"2625","2024","Ramon Mora","LAG","SS",5,2,"30.0",13,"2.60","3.90",0,NA,NA
"2626","2024","Isboseth Morales","CAM","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2627","2024","Isboseth Morales","CAM","CF",3,1,"11.0",5,"1.67","4.09",0,NA,NA
"2628","2024","Ivan Morales","LEO","C",6,1,"13.0",13,"2.17","9.00",0,"7.62",0
"2629","2024","Jonathan Morales","MTY","3B",2,0,"2.0",1,"0.50","4.50",0,NA,NA
"2630","2024","Jorge Morales","SLT","C",4,0,"6.0",7,"1.75","10.50",0,"1.50",0
"2631","2024","Jorge Morales","SLT","RF",1,0,"3.0",1,"1.00","3.00",0,NA,NA
"2632","2024","Mario Morales","TAB","P",9,0,"9.0",3,"0.33","3.00",0,NA,NA
"2633","2024","Osmer Morales","CAM","P",6,6,"22.2",1,"0.17","0.41",0,NA,NA
"2634","2024","Roy Morales","TAB","1B",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"2635","2024","Victor Morales","OAX","P",14,0,"12.2",2,"0.14","1.50",0,NA,NA
"2636","2024","Luis Moreno","JAL","P",9,0,"9.1",1,"0.11","1.00",0,NA,NA
"2637","2024","Reyes Moronta","LEO","P",19,0,"19.2",3,"0.16","1.42",0,NA,NA
"2638","2024","Zach Mort","SLT","P",18,18,"87.0",14,"0.78","1.45",0,NA,NA
"2639","2024","Taylor Motter","YUC","LF",6,6,"38.0",4,"0.67","0.95",0,NA,NA
"2640","2024","Zach Muckenhirn","MTY","P",9,0,"8.2",1,"0.11","1.13",0,NA,NA
"2641","2024","José Mujica","OAX","P",43,0,"39.1",5,"0.12","1.15",0,NA,NA
"2642","2024","Fabian Muniz","QRO","P",11,0,"8.1",1,"0.09","1.13",0,NA,NA
"2643","2024","Max Murphy","SLT","RF",5,5,"45.0",12,"2.40","2.40",0,NA,NA
"2644","2024","Yairo Muñoz","LAR","1B",2,1,"9.2",8,"4.00","8.00",0,NA,NA
"2645","2024","Efren Navarro","CAM","1B",10,9,"82.0",81,"8.10","8.89",0,NA,NA
"2646","2024","Efren Navarro","CAM","LF",2,2,"15.0",3,"1.50","1.80",0,NA,NA
"2647","2024","Efren Navarro","CAM","RF",2,2,"15.0",1,"0.50","0.60",0,NA,NA
"2648","2024","Juan Carlos Negret","CHI","LF",27,23,"188.2",42,"1.56","2.01",0,NA,NA
"2649","2024","Yoanner Negrin","YUC","P",15,15,"78.0",17,"1.13","1.96",0,NA,NA
"2650","2024","Dean Nevarez","LAG","LF",3,0,"6.0",1,"0.33","1.50",0,NA,NA
"2651","2024","Dovydas Neverauskas","JAL","P",34,0,"31.0",2,"0.06","0.58",0,NA,NA
"2652","2024","Gabriel Noriega","TIJ","3B",6,4,"34.0",12,"2.00","3.18",0,NA,NA
"2653","2024","Ciro Norzagaray","PUE","SS",11,1,"31.0",13,"1.18","3.77",0,NA,NA
"2654","2024","Jacob Nottingham","JAL","1B",7,7,"54.2",50,"7.14","8.33",0,NA,NA
"2655","2024","Aldo Nunez","MVA","2B",5,3,"24.0",13,"2.60","4.88",0,NA,NA
"2656","2024","Aldo Nunez","MVA","SS",2,1,"13.0",9,"4.50","6.23",0,NA,NA
"2657","2024","Darien Núñez","MVA","P",27,0,"20.2",3,"0.11","1.35",0,NA,NA
"2658","2024","Peter O'Brien","PUE","CF",11,11,"74.0",18,"1.64","2.19",0,NA,NA
"2659","2024","Justin O'Conner","AGS","1B",2,2,"15.0",14,"7.00","8.40",0,NA,NA
"2660","2024","Norberto Obeso","YUC","CF",10,9,"73.0",15,"1.50","1.85",0,NA,NA
"2661","2024","Wirfin Obispo","TAB","P",9,0,"10.0",1,"0.11","0.90",0,NA,NA
"2662","2024","Gonzalo Ochoa","OAX","P",9,0,"8.0",2,"0.22","2.25",0,NA,NA
"2663","2024","Takeru Ohashi","TIG","LF",4,4,"32.0",12,"3.00","3.38",0,NA,NA
"2664","2024","Takeru Ohashi","TIG","RF",1,0,"4.0",2,"2.00","4.50",0,NA,NA
"2665","2024","Jafet Ojeda","YUC","C",3,0,"3.0",2,"0.67","6.00",0,"9.00",0
"2666","2024","Miguel Ojeda Jr.","VER","C",14,5,"55.0",44,"3.14","7.20",0,"3.60",0
"2667","2024","Fernando Olguin","CHI","P",13,2,"28.2",3,"0.23","0.96",0,NA,NA
"2668","2024","Manny Olloque","TIG","LF",4,3,"27.0",6,"1.50","2.00",0,NA,NA
"2669","2024","Juan Pablo Oramas","TAB","P",18,18,"93.1",8,"0.44","0.77",0,NA,NA
"2670","2024","Manuel Orduno","VER","3B",2,1,"10.0",2,"1.00","1.80",0,NA,NA
"2671","2024","Manuel Orduno","VER","RF",4,2,"20.2",1,"0.25","0.45",0,NA,NA
"2672","2024","Manuel Orduno","TIG","CF",1,0,"2.0",3,"3.00","13.50",0,NA,NA
"2673","2024","Julian Ornelas","MEX","1B",1,1,"10.0",9,"9.00","8.10",0,NA,NA
"2674","2024","Jio Orozco","VER","P",2,0,"2.1",1,"0.50","4.50",0,NA,NA
"2675","2024","Jose Manuel Orozco","DUR","1B",2,1,"12.0",9,"4.50","6.75",0,NA,NA
"2676","2024","Jose Manuel Orozco","DUR","LF",5,2,"19.2",4,"0.80","1.89",0,NA,NA
"2677","2024","Jose Manuel Orozco","DUR","CF",3,2,"20.0",4,"1.33","1.80",0,NA,NA
"2678","2024","Jose Orrantia","JAL","2B",6,1,"13.0",9,"1.50","6.23",0,NA,NA
"2679","2024","Jose Orrantia","JAL","3B",10,3,"34.2",11,"1.10","2.91",0,NA,NA
"2680","2024","Jose Orrantia","JAL","SS",2,0,"5.0",3,"1.50","5.40",0,NA,NA
"2681","2024","Alejandro Ortiz","CAM","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2682","2024","Alejandro Ortiz","CAM","LF",12,11,"90.0",15,"1.25","1.50",0,NA,NA
"2683","2024","Channy Ortiz","CHI","2B",2,1,"11.0",4,"2.00","3.27",0,NA,NA
"2684","2024","Channy Ortiz","CHI","SS",1,1,"9.0",4,"4.00","4.00",0,NA,NA
"2685","2024","Leonardo Ortiz","MEX","C",1,1,"1.0",1,"1.00","9.00",0,"0.00",0
"2686","2024","Tomo Otosaka","YUC","CF",64,62,"524.0",141,"2.20","2.42",0,NA,NA
"2687","2024","Luis Oviedo","OAX","P",4,3,"10.0",1,"0.25","0.90",0,NA,NA
"2688","2024","Carlos Pacheco","CHI","LF",4,0,"9.0",1,"0.25","1.00",0,NA,NA
"2689","2024","Carlos Pacheco","CHI","CF",1,1,"9.0",1,"1.00","1.00",0,NA,NA
"2690","2024","Carlos Pacheco","CHI","RF",8,1,"26.0",7,"0.88","2.42",0,NA,NA
"2691","2024","Luis Pacheco","AGS","P",25,0,"22.2",1,"0.04","0.41",0,NA,NA
"2692","2024","Angel Padron","CHI","P",8,8,"39.1",7,"0.88","1.62",0,NA,NA
"2693","2024","Loiger Padron","CAM","P",22,0,"23.0",2,"0.09","0.78",0,NA,NA
"2694","2024","Connor Panas","VER","1B",4,2,"21.0",21,"5.25","9.00",0,NA,NA
"2695","2024","Yorvin Pantoja","TIG","P",34,0,"30.1",3,"0.09","0.90",0,NA,NA
"2696","2024","Jonathan Partida","PUE","P",7,0,"5.2",1,"0.14","1.80",0,NA,NA
"2697","2024","Spencer Patton","TAB","P",42,0,"39.1",6,"0.14","1.38",0,NA,NA
"2698","2024","Carlos Paulino","QRO","1B",1,1,"6.0",7,"7.00","10.50",0,NA,NA
"2699","2024","Félix Paulino","TIG","P",11,0,"11.2",1,"0.09","0.82",0,NA,NA
"2700","2024","Luis Payan","DUR","P",6,5,"22.1",6,"1.00","2.45",0,NA,NA
"2701","2024","Pedro Payano","TIG","P",32,1,"30.0",5,"0.16","1.50",0,NA,NA
"2702","2024","Carlos Peguero","VER","RF",2,0,"6.1",1,"0.50","1.50",0,NA,NA
"2703","2024","CD Pelham","YUC","P",17,0,"17.1",2,"0.12","1.06",0,NA,NA
"2704","2024","Miguel Pena","QRO","P",6,0,"5.0",1,"0.17","1.80",0,NA,NA
"2705","2024","Ramiro Pena","MTY","1B",5,0,"5.1",6,"1.20","10.80",0,NA,NA
"2706","2024","Ofelky Peralta","MVA","P",3,0,"3.2",2,"0.67","6.00",0,NA,NA
"2707","2024","Luis Perdomo","TIJ","P",10,0,"9.1",2,"0.20","2.00",0,NA,NA
"2708","2024","Felix Perez","TAB","1B",2,2,"15.0",10,"5.00","6.00",0,NA,NA
"2709","2024","Felix Perez","TAB","3B",1,1,"9.0",2,"2.00","2.00",0,NA,NA
"2710","2024","Fernando Perez","QRO","1B",10,7,"64.0",65,"6.50","9.14",0,NA,NA
"2711","2024","Fernando Perez","QRO","RF",6,3,"30.0",6,"1.00","1.80",0,NA,NA
"2712","2024","Jorge Perez","TIJ","P",14,14,"69.0",19,"1.36","2.48",0,NA,NA
"2713","2024","Juan Perez","MVA","LF",6,4,"42.0",8,"1.33","1.71",0,NA,NA
"2714","2024","Juan Perez","MVA","RF",19,15,"133.0",23,"1.21","1.56",0,NA,NA
"2715","2024","Maikol Perez","TIG","LF",2,1,"8.0",3,"1.50","3.38",0,NA,NA
"2716","2024","Maikol Perez","TIG","CF",1,1,"8.0",3,"3.00","3.38",0,NA,NA
"2717","2024","Maikol Perez","TIG","RF",3,3,"26.0",8,"2.67","2.77",0,NA,NA
"2718","2024","Sergio Perez","AGS","LF",3,0,"6.0",1,"0.33","1.50",0,NA,NA
"2719","2024","Noah Perio","TIG","1B",4,4,"35.0",37,"9.25","9.51",0,NA,NA
"2720","2024","Noah Perio","TIG","LF",3,2,"17.0",4,"1.33","2.12",0,NA,NA
"2721","2024","Noah Perio","TIG","RF",2,2,"17.0",6,"3.00","3.18",0,NA,NA
"2722","2024","Richelson Peña","QRO","P",4,4,"18.0",6,"1.50","3.00",0,NA,NA
"2723","2024","Zach Phillips","MVA","P",31,0,"24.1",1,"0.03","0.38",0,NA,NA
"2724","2024","Cesilio Pimentel","TIG","P",5,3,"14.2",3,"0.60","1.93",0,NA,NA
"2725","2024","Chester Pimentel","YUC","P",19,3,"26.2",4,"0.21","1.38",0,NA,NA
"2726","2024","Sandber Pimentel","LEO","1B",3,3,"23.2",17,"5.67","6.65",0,NA,NA
"2727","2024","Orlando Pina","PUE","3B",9,5,"50.0",8,"0.89","1.44",0,NA,NA
"2728","2024","Gleyvin Pineda","CHI","P",33,0,"31.0",4,"0.12","1.16",0,NA,NA
"2729","2024","Jesus Pirela","TIJ","P",32,0,"35.2",6,"0.19","1.54",0,NA,NA
"2730","2024","José Pirela","MEX","LF",7,7,"63.0",14,"2.00","2.00",0,NA,NA
"2731","2024","José Pirela","MEX","RF",12,11,"88.0",14,"1.17","1.43",0,NA,NA
"2732","2024","Gersel Pitre","PUE","RF",1,1,"7.0",3,"3.00","3.86",0,NA,NA
"2733","2024","Leobaldo Piña","CHI","1B",7,6,"58.0",67,"9.57","10.40",0,NA,NA
"2734","2024","Erick Preciado","PUE","P",13,0,"12.2",1,"0.08","0.75",0,NA,NA
"2735","2024","A.J. Puckett","JAL","P",18,0,"17.2",4,"0.22","2.12",0,NA,NA
"2736","2024","Juniel Querecuto","OAX","2B",4,3,"31.2",19,"4.75","5.52",0,NA,NA
"2737","2024","Juniel Querecuto","OAX","LF",12,10,"87.1",17,"1.42","1.76",0,NA,NA
"2738","2024","Juniel Querecuto","OAX","CF",5,5,"40.0",9,"1.80","2.03",0,NA,NA
"2739","2024","Juniel Querecuto","OAX","RF",1,1,"9.0",2,"2.00","2.00",0,NA,NA
"2740","2024","Rogelio Quesada","CHI","P",6,3,"11.2",3,"0.50","2.45",0,NA,NA
"2741","2024","Johan Quezada","OAX","P",22,1,"20.0",2,"0.09","0.90",0,NA,NA
"2742","2024","Jose Quezada","CAM","P",29,0,"23.1",6,"0.21","2.35",0,NA,NA
"2743","2024","Hazahel Quijada","LEO","P",25,7,"44.0",7,"0.28","1.43",0,NA,NA
"2744","2024","Fredy Quintero","VER","P",6,6,"19.2",4,"0.67","1.89",0,NA,NA
"2745","2024","Sean Rackoski","OAX","P",11,0,"10.1",4,"0.36","3.60",0,NA,NA
"2746","2024","Luis Ramirez","DUR","P",31,3,"40.0",6,"0.19","1.35",0,NA,NA
"2747","2024","Eury Ramos","SLT","P",2,0,"2.1",1,"0.50","4.50",0,NA,NA
"2748","2024","JC Ramírez","AGS","P",14,14,"72.0",14,"1.00","1.75",0,NA,NA
"2749","2024","Roel Ramírez","TIJ","P",41,0,"38.1",3,"0.07","0.71",0,NA,NA
"2750","2024","Iker Redona","OAX","P",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2751","2024","Cody Reed","TAB","P",26,0,"19.2",1,"0.04","0.47",0,NA,NA
"2752","2024","Leonardo Reginatto","AGS","2B",2,2,"14.0",11,"5.50","7.07",0,NA,NA
"2753","2024","Omar Renteria","MTY","C",34,12,"139.1",117,"3.44","7.58",0,"4.13",0
"2754","2024","Alex Reyes","OAX","P",31,0,"32.0",7,"0.23","1.97",0,NA,NA
"2755","2024","Angel Reyes","AGS","1B",2,0,"5.0",4,"2.00","7.20",0,NA,NA
"2756","2024","Angel Reyes","AGS","LF",7,7,"57.0",14,"2.00","2.21",0,NA,NA
"2757","2024","Angel Reyes","AGS","RF",3,3,"23.2",4,"1.33","1.57",0,NA,NA
"2758","2024","Jesús Reyes","LAG","P",42,0,"35.2",7,"0.17","1.80",0,NA,NA
"2759","2024","Jairus Richards","TIJ","LF",20,15,"132.0",20,"1.00","1.36",0,NA,NA
"2760","2024","Jairus Richards","TIJ","CF",5,1,"21.0",5,"1.00","2.14",0,NA,NA
"2761","2024","Ademar Rifaela","LEO","RF",14,14,"110.2",20,"1.43","1.64",0,NA,NA
"2762","2024","Joe Riley","MVA","P",41,0,"39.1",6,"0.15","1.38",0,NA,NA
"2763","2024","Ricardo Rincon","VER","1B",8,0,"16.0",12,"1.50","6.75",0,NA,NA
"2764","2024","Diego Rincones","CHI","RF",1,1,"6.0",3,"3.00","4.50",0,NA,NA
