"","Year","Name","Team","POS","GP","GS","IP","ERA","W","L","SV","SVO","HLD","K","BB","IBB","BF","H","HR","ER","HBP","GIDP","WP"
"1554","2024","Luke Farrell","LAG","P",2,1,"6.1","1.42",0,0,0,0,0,3,1,0,21,1,0,1,1,1,0
"1555","2024","Jorge Quinones","TIG","P",11,0,"6.1","1.42",0,0,0,0,2,4,3,0,27,6,1,1,1,2,1
"1556","2024","Daniel Missaki","MEX","P",5,0,"6.0","1.50",2,0,0,0,1,10,2,0,23,3,0,1,1,0,1
"1557","2024","Neftalí Feliz","YUC","P",32,0,"35.1","1.53",3,1,17,19,0,36,10,1,149,30,2,6,1,2,1
"1558","2024","Jeff Ibarra","LAG","P",39,0,"28.1","1.59",2,1,0,1,7,36,7,3,115,25,1,5,2,2,0
"1559","2024","Rickey Ramirez","TAB","P",26,0,"22.0","1.64",2,1,0,0,3,22,7,0,92,17,2,4,2,1,2
"1560","2024","Silvino Bracho","TIJ","P",44,0,"41.2","1.73",1,1,6,8,16,54,22,1,170,26,2,8,0,1,4
"1561","2024","Hendrick Briones","DUR","P",4,0,"5.0","1.80",0,0,0,0,0,6,5,0,21,3,0,1,0,1,3
"1562","2024","Jeffry Nino","TIG","P",2,2,"5.0","1.80",0,1,0,0,0,2,10,0,24,2,0,1,1,3,0
"1563","2024","Wirfin Obispo","TAB","P",9,0,"10.0","1.80",1,1,0,0,2,15,4,2,40,6,0,2,2,0,3
"1564","2024","Axel Sauceda","PUE","P",3,0,"5.0","1.80",0,0,0,0,0,4,3,0,23,6,0,1,0,1,0
"1565","2024","Julian Fernández","VER","P",34,0,"34.2","1.82",1,1,19,19,0,43,12,0,134,20,5,7,0,2,1
"1566","2024","Zach Phillips","MVA","P",31,0,"24.1","1.85",2,1,0,2,6,12,7,1,99,23,0,5,1,2,0
"1567","2024","Adrian Gusman","QRO","P",8,0,"9.1","1.93",0,0,0,0,2,9,1,0,34,6,0,2,0,0,0
"1568","2024","David Gutierrez","TIJ","P",39,0,"36.2","1.96",1,1,0,0,10,29,10,0,149,34,1,8,0,4,3
"1569","2024","Ricardo Rodríguez","VER","P",18,0,"18.1","1.96",0,0,0,0,3,11,6,2,78,15,1,4,0,0,2
"1570","2024","Evan Rutckyj","VER","P",16,0,"13.2","1.98",0,0,0,0,4,11,11,0,59,10,0,3,0,4,0
"1571","2024","Jeurys Familia","MEX","P",9,0,"9.0","2.00",1,1,0,1,3,6,4,0,36,8,0,2,0,2,1
"1572","2024","Samuel Zazueta","VER","P",12,0,"13.1","2.03",0,1,0,0,3,15,5,2,52,8,0,3,1,1,1
"1573","2024","Yaramil Hiraldo","DUR","P",24,0,"22.0","2.05",3,0,0,3,9,27,8,0,86,9,3,5,1,0,1
"1574","2024","Adrian Del Moral","VER","P",3,0,"4.1","2.08",0,0,0,0,0,2,1,0,24,8,0,1,0,0,2
"1575","2024","Chavez Fernander","MVA","P",35,0,"30.1","2.08",2,1,0,3,10,28,12,0,121,18,1,7,2,2,1
"1576","2024","Carlos Gastelum Jr.","TIG","P",6,0,"4.1","2.08",0,0,0,0,0,1,3,0,19,4,1,1,0,1,0
"1577","2024","Brooks Hall","MEX","P",3,3,"13.0","2.08",0,0,0,0,0,12,0,0,45,9,0,3,0,2,0
"1578","2024","Jared Wilson","TIJ","P",46,0,"43.0","2.09",5,2,0,1,17,39,20,1,175,30,1,10,4,10,5
"1579","2024","Zac Lowther","TIJ","P",5,4,"24.2","2.19",2,1,0,0,0,40,8,0,102,16,2,6,2,0,1
"1580","2024","Tom Hackimer","LAR","P",47,0,"45.0","2.20",3,1,0,5,15,63,26,0,184,26,1,11,6,4,5
"1581","2024","Tomas Solis","SLT","P",9,0,"8.0","2.25",1,0,0,0,0,5,1,0,30,6,0,2,1,2,0
"1582","2024","Thomas McIlraith","LAG","P",40,0,"43.1","2.28",6,1,19,23,0,46,19,2,171,26,1,11,0,3,0
"1583","2024","Spencer Patton","TAB","P",42,0,"39.1","2.29",4,1,1,2,18,64,19,2,159,23,2,10,3,3,2
"1584","2024","R.J. Alaniz","MVA","P",35,0,"35.0","2.31",4,3,10,12,0,39,9,1,150,41,1,9,1,3,1
"1585","2024","Zac Grotz","MVA","P",14,14,"76.2","2.35",7,1,0,0,0,81,19,0,314,75,4,20,2,10,4
"1586","2024","Angel Sánchez","PUE","P",6,6,"38.1","2.35",3,0,0,0,0,29,7,0,151,30,2,10,3,5,2
"1587","2024","Julio Teheran","MTY","P",3,3,"15.1","2.35",1,1,0,0,0,12,3,0,62,15,2,4,0,1,0
"1588","2024","Jake Sanchez","MEX","P",42,0,"41.2","2.38",5,1,18,23,0,40,14,3,171,35,3,11,2,5,2
"1589","2024","Arturo Roque","MTY","P",16,4,"33.1","2.43",3,2,0,0,0,28,19,1,135,22,4,9,1,5,0
"1590","2024","Denny Roman","MTY","P",33,0,"32.2","2.48",2,0,0,1,4,28,16,0,136,28,2,9,2,6,2
"1591","2024","Trevor Bauer","MEX","P",14,14,"83.1","2.48",10,0,0,0,0,120,21,0,330,66,4,23,2,5,2
"1592","2024","David Reyes","VER","P",18,18,"123.0","2.49",9,6,0,0,0,85,14,0,478,95,16,34,3,7,0
"1593","2024","Antonio Santos","PUE","P",4,4,"21.2","2.49",1,0,0,0,0,25,6,0,89,18,2,6,3,1,0
"1594","2024","Justin Courtney","MEX","P",15,0,"14.1","2.51",3,1,0,1,4,15,6,0,61,11,1,4,0,1,2
"1595","2024","Manuel Valdez","TIG","P",11,0,"7.0","2.57",0,1,0,0,0,6,2,0,30,8,0,2,0,0,1
"1596","2024","Taylor Williams","LAG","P",47,0,"48.0","2.63",3,0,0,2,14,50,14,1,198,37,4,14,6,3,4
"1597","2024","Shea Spitzbarth","AGS","P",30,0,"30.2","2.64",2,0,3,5,8,27,18,2,134,26,2,9,0,4,3
"1598","2024","Keone Kela","LAR","P",42,0,"40.0","2.70",3,3,0,3,19,40,6,0,160,35,2,12,3,3,7
"1599","2024","Hector Velázquez","VER","P",5,0,"6.2","2.70",1,0,0,0,2,3,1,0,27,4,1,2,1,0,0
"1600","2024","Luis Pacheco","AGS","P",25,0,"22.2","2.78",1,1,5,6,3,14,5,0,98,24,0,7,2,1,1
"1601","2024","Jose Pina","VER","P",36,3,"63.2","2.83",0,2,0,2,6,57,24,2,258,52,8,20,4,10,3
"1602","2024","Patrick Weigel","SLT","P",39,0,"37.2","2.87",3,1,2,6,10,43,12,0,152,32,3,12,2,4,1
"1603","2024","Jose Mora","MVA","P",7,0,"9.1","2.89",1,0,0,0,0,9,4,0,41,10,0,3,0,2,0
"1604","2024","Mario Meza","SLT","P",36,0,"31.0","2.90",0,0,0,1,10,41,16,2,134,27,0,10,3,4,2
"1605","2024","Erick Leal","MEX","P",16,15,"80.1","2.91",8,1,0,0,0,95,24,0,328,69,6,26,7,6,3
"1606","2024","Joe Wieland","TAB","P",9,6,"39.2","2.95",4,1,1,1,0,44,11,0,165,33,5,13,4,0,0
"1607","2024","Daniel Cruz","LEO","P",34,0,"36.1","2.97",1,1,5,7,4,22,12,1,147,24,1,12,3,2,0
"1608","2024","Esteban Bloch","OAX","P",48,0,"57.0","3.00",8,1,1,5,14,41,14,1,219,46,8,19,2,8,1
"1609","2024","Emilker Guzman","LAR","P",25,0,"21.0","3.00",1,0,0,1,5,22,7,1,84,15,2,7,3,3,0
"1610","2024","Carlos Medina","MTY","X",2,0,"3.0","3.00",0,0,0,0,0,2,0,0,14,5,0,1,0,0,0
"1611","2024","Nico Zeglin","TAB","P",1,0,"3.0","3.00",0,0,0,0,0,2,1,0,11,1,0,1,0,0,0
"1612","2024","Matt Dermody","TIJ","P",18,18,"95.0","3.03",9,3,0,0,0,89,26,0,395,88,7,32,6,5,4
"1613","2024","Sasagi Sanchez","MTY","P",27,0,"29.2","3.03",2,0,5,7,1,26,7,0,118,27,2,10,0,4,2
"1614","2024","Vidal Nuño","MVA","P",42,0,"32.1","3.06",2,0,1,5,14,27,4,0,132,33,5,11,2,4,0
"1615","2024","Bubby Rossman","AGS","P",14,0,"14.2","3.07",1,0,2,2,3,10,12,1,62,10,1,5,0,1,0
"1616","2024","Pedro Garcia","PUE","P",29,0,"26.1","3.08",3,0,3,6,5,19,12,1,113,24,3,9,2,4,2
"1617","2024","Jorge Perez","TIJ","P",14,14,"69.0","3.13",8,1,0,0,0,46,14,0,278,69,10,24,0,12,1
"1618","2024","Arnaldo Hernandez","LAR","P",37,0,"34.0","3.18",3,3,16,18,2,36,13,0,146,36,5,12,0,5,2
"1619","2024","Edgar Arredondo","MVA","P",10,9,"50.2","3.20",4,1,0,0,0,33,11,0,206,45,5,18,4,7,2
"1620","2024","Matt Tenuta","PUE","P",19,0,"19.2","3.20",2,0,4,4,4,15,7,0,84,20,1,7,0,3,1
"1621","2024","Emilio Vargas","LAR","P",19,19,"112.1","3.20",6,5,0,0,0,99,30,0,455,97,12,40,6,8,1
"1622","2024","Jorgan Cavanerio","QRO","P",9,0,"8.1","3.24",1,0,2,2,2,6,1,0,33,7,2,3,1,1,0
"1623","2024","Jameson McGrane","MVA","P",11,0,"8.1","3.24",0,1,0,0,3,7,5,0,37,8,0,3,0,1,0
"1624","2024","Manuel Chavez","DUR","P",22,0,"19.1","3.26",2,1,0,2,2,18,12,2,81,14,1,7,1,5,1
"1625","2024","Edwin Fierro","MEX","P",33,0,"33.0","3.27",3,1,0,1,6,23,6,0,135,28,1,12,3,1,3
"1626","2024","Jesus Pirela","TIJ","P",32,0,"35.2","3.28",2,1,0,0,1,22,13,2,155,31,0,13,6,2,4
"1627","2024","Carlos Belen","MTY","P",46,0,"38.1","3.29",1,4,0,2,9,29,14,2,166,43,2,14,1,7,6
"1628","2024","Francisco Haro","YUC","P",19,9,"54.2","3.29",4,3,0,0,2,50,15,0,220,40,4,20,3,2,0
"1629","2024","Tyler Viza","MTY","P",16,16,"79.0","3.30",7,2,0,0,0,62,20,0,327,82,8,29,4,12,3
"1630","2024","Luke Westphal","TIJ","P",8,8,"38.0","3.32",2,2,0,0,0,50,12,0,151,26,7,14,3,2,7
"1631","2024","Fernando Burgueno","TIG","P",16,0,"21.2","3.32",2,0,0,0,0,10,8,0,92,23,2,8,3,3,0
"1632","2024","Kurt Heyer","SLT","P",29,0,"27.0","3.33",1,3,2,4,7,20,12,1,122,33,2,10,1,3,1
"1633","2024","Yoanner Negrin","YUC","P",15,15,"78.0","3.35",6,3,0,0,0,65,24,0,319,65,6,29,6,8,1
"1634","2024","Jorge Rondon","MTY","P",41,0,"40.1","3.35",2,1,5,7,10,22,18,3,175,41,1,15,4,5,6
"1635","2024","Cristian Alvarado","PUE","P",9,0,"8.0","3.38",0,0,0,0,0,2,2,0,35,9,1,3,1,1,0
"1636","2024","Jenrry Mejia","SLT","P",28,1,"26.2","3.38",2,1,0,2,6,28,8,1,116,29,3,10,1,1,0
"1637","2024","Robert Stock","LAR","P",19,19,"98.2","3.38",9,4,0,0,0,104,41,0,432,109,2,37,5,12,5
"1638","2024","Olbis Parra","VER","P",42,0,"39.2","3.40",4,2,0,2,8,35,15,4,175,43,4,15,4,5,3
"1639","2024","Christian Torres","CHI","P",17,1,"26.1","3.42",3,0,0,0,1,16,8,0,113,30,2,10,1,4,0
"1640","2024","Nate Antone","LAR","P",18,18,"94.2","3.42",6,4,0,0,0,98,31,0,404,100,8,36,4,13,7
"1641","2024","Radhames Liz","OAX","P",9,9,"42.0","3.43",2,2,0,0,0,42,24,1,196,46,4,16,5,5,1
"1642","2024","Alex Sanabia","SLT","P",14,14,"70.1","3.45",4,6,0,0,0,39,18,0,291,71,5,27,5,8,3
"1643","2024","Randall Delgado","YUC","P",8,8,"36.1","3.47",3,2,0,0,0,27,12,0,150,32,6,14,0,2,2
"1644","2024","Tomohiro Anraku","MEX","P",47,0,"46.1","3.50",1,2,4,8,20,39,15,1,193,41,4,18,4,5,3
"1645","2024","Jesus Fandino","CAM","P",24,0,"23.0","3.52",2,1,0,3,2,11,9,1,98,24,5,9,0,2,1
"1646","2024","Moises Lugo","MVA","P",11,0,"7.2","3.52",0,1,0,1,2,8,5,0,37,9,1,3,1,0,4
"1647","2024","Teddy Stankiewicz","TIJ","P",11,10,"51.0","3.53",4,2,0,0,0,29,7,0,212,51,3,20,4,8,5
"1648","2024","Ofreidy Gómez","QRO","P",40,0,"43.1","3.53",3,2,2,3,11,41,23,2,187,32,3,17,3,3,6
"1649","2024","Ronald Medrano","AGS","P",15,15,"81.1","3.54",7,4,0,0,0,68,22,0,328,71,10,32,4,8,6
"1650","2024","Alejandro Barraza","LAR","P",21,0,"22.2","3.57",1,0,0,0,1,18,8,0,97,21,3,9,1,1,3
"1651","2024","Carlos Bustamante","MVA","P",25,0,"22.2","3.57",2,1,0,0,1,18,6,1,93,21,3,9,0,2,2
"1652","2024","Omar Araujo","LAG","P",17,2,"30.0","3.60",0,1,0,0,0,32,14,0,132,30,2,12,1,4,4
"1653","2024","Wilfredo Ramirez","AGS","P",7,0,"5.0","3.60",0,0,0,0,0,5,3,0,23,6,0,2,0,1,1
"1654","2024","Henry Omana","TAB","P",18,0,"27.1","3.62",0,0,0,0,0,31,11,1,118,26,7,11,0,1,2
"1655","2024","José Torres","LAG","P",51,0,"44.2","3.63",4,0,0,2,8,44,19,2,202,52,1,18,4,4,4
"1656","2024","Nolan Kingham","MTY","P",14,8,"42.0","3.64",3,1,0,0,1,32,14,0,183,44,4,17,0,3,2
"1657","2024","Samuel Alvarado","PUE","P",20,0,"19.2","3.66",1,0,0,0,0,23,5,0,79,15,3,8,0,0,1
"1658","2024","Joe Riley","MVA","P",41,0,"39.1","3.66",1,2,2,3,12,40,12,1,157,29,4,16,0,3,0
"1659","2024","Edwyn Valle","DUR","P",48,0,"39.1","3.66",5,0,1,1,2,24,19,3,172,38,2,16,3,4,1
"1660","2024","Nick Wells","TIJ","P",5,4,"19.2","3.66",1,1,0,0,1,22,7,1,79,16,0,8,2,3,0
"1661","2024","Aríel Miranda","CAM","P",15,15,"72.2","3.72",3,5,0,0,0,80,37,0,311,59,9,30,1,1,12
"1662","2024","Oddy Nunez","AGS","P",35,0,"45.1","3.77",4,1,0,2,7,28,30,0,202,41,1,19,2,12,2
"1663","2024","Jhan Mariñez","QRO","P",36,0,"35.2","3.79",3,2,15,19,2,33,14,0,153,31,4,15,2,4,9
"1664","2024","Rigoberto Borbolla","TIG","P",23,0,"19.0","3.79",0,1,0,0,0,11,9,0,85,17,2,8,4,3,3
"1665","2024","Marshall Kasowski","JAL","P",3,0,"7.0","3.86",0,0,0,0,0,5,6,0,36,9,1,3,2,1,0
"1666","2024","Elian Leyva","YUC","P",13,13,"58.1","3.86",6,2,0,0,0,45,16,0,244,58,7,25,2,6,1
"1667","2024","Derrick Loop","SLT","P",37,0,"30.1","3.86",0,2,0,0,9,34,12,0,128,31,4,13,2,4,0
"1668","2024","Gabriel Rodriguez","MEX","P",5,0,"4.2","3.86",0,0,0,0,1,4,7,0,25,6,0,2,0,2,1
"1669","2024","Austin Ross","LAR","P",6,0,"7.0","3.86",0,0,0,0,0,9,0,0,28,8,0,3,0,1,0
"1670","2024","Felix Doubront","YUC","P",19,19,"113.2","3.88",3,11,0,0,0,85,39,0,483,105,8,49,7,14,0
"1671","2024","Nick Struck","TAB","P",18,18,"95.0","3.88",8,8,0,0,0,64,35,1,410,97,12,41,3,6,3
"1672","2024","Cameron Gann","TIG","P",17,17,"85.2","3.89",5,7,0,0,0,84,44,1,367,76,5,37,2,6,4
"1673","2024","José Mujica","OAX","P",43,0,"39.1","3.89",2,0,0,4,15,37,12,2,170,43,8,17,0,6,0
"1674","2024","Severino González","JAL","P",25,0,"23.0","3.91",2,2,1,3,5,13,4,0,99,31,1,10,0,1,1
"1675","2024","Juan Cossio","TIG","P",37,0,"32.0","3.94",3,3,0,1,5,38,10,1,133,30,6,14,1,1,1
"1676","2024","Jake Jewell","LAG","P",46,0,"41.0","3.95",7,2,0,2,9,33,16,0,187,39,3,18,8,2,6
"1677","2024","Mario Jimenez","TAB","P",28,0,"27.0","4.00",1,0,0,1,1,18,12,0,116,23,4,12,2,3,0
"1678","2024","JC Ramírez","AGS","P",14,14,"72.0","4.00",6,3,0,0,0,46,28,0,312,79,8,32,5,7,6
"1679","2024","Steven Moyers","MVA","P",14,11,"67.1","4.01",5,3,0,0,0,31,18,0,280,75,9,30,1,14,3
"1680","2024","Daniel Ponce de Leon","MEX","P",16,9,"42.1","4.04",4,2,0,1,1,64,30,0,196,36,4,19,2,2,4
"1681","2024","Ulises Joaquin","AGS","P",33,5,"60.0","4.05",5,1,0,0,3,43,19,1,259,75,10,27,3,8,1
"1682","2024","Brac Warren","MVA","P",30,0,"26.2","4.05",0,2,0,2,14,28,14,0,116,22,1,12,1,2,1
"1683","2024","César Valdez","YUC","P",18,18,"106.1","4.06",10,6,0,0,0,73,12,0,449,117,14,48,5,9,2
"1684","2024","Jojanse Torres","OAX","P",36,0,"35.1","4.08",2,3,8,13,6,25,18,2,153,32,2,16,0,4,1
"1685","2024","Wilmer Rios","MVA","P",17,17,"85.2","4.10",6,5,0,0,0,51,21,0,365,91,5,39,3,5,1
"1686","2024","Stephen Tarpley","MTY","P",17,17,"81.0","4.11",7,3,0,0,0,75,35,0,352,84,5,37,3,12,6
"1687","2024","Cody Reed","TAB","P",26,0,"19.2","4.12",1,0,0,1,6,9,11,0,88,19,1,9,3,4,1
"1688","2024","Richard Rodríguez","MTY","P",41,0,"41.1","4.14",3,3,4,7,7,52,8,2,165,35,7,19,3,2,3
"1689","2024","Luis Castillo","CAM","P",25,1,"30.1","4.15",2,0,0,0,0,25,15,0,136,31,6,14,2,2,0
"1690","2024","Pedro Salazar","JAL","P",4,0,"4.1","4.15",0,0,0,0,0,3,4,0,21,4,0,2,0,0,1
"1691","2024","Aldo Montes","LAG","P",8,8,"34.1","4.19",2,2,0,0,0,23,16,0,158,37,4,16,5,5,1
"1692","2024","Conner Menez","MEX","P",31,7,"53.0","4.25",4,2,0,1,5,45,18,1,237,62,3,25,2,4,4
"1693","2024","Jesse Galindo","TIG","P",27,0,"29.2","4.25",0,1,0,0,0,26,13,0,128,28,3,14,2,2,3
"1694","2024","Zac Rosscup","TIJ","P",26,1,"36.0","4.25",4,2,0,0,2,41,17,0,163,37,3,17,1,0,4
"1695","2024","Ernesto Zaragoza","OAX","P",23,0,"21.0","4.29",1,1,0,1,6,20,11,1,93,18,3,10,2,1,4
"1696","2024","Alfred Gutierrez","PUE","P",47,0,"44.0","4.30",6,3,1,2,13,53,21,2,199,47,2,21,3,2,1
"1697","2024","Jared Lakind","MTY","P",18,2,"37.2","4.30",1,1,0,0,1,30,21,0,174,42,3,18,1,8,2
"1698","2024","Loiger Padron","CAM","P",22,0,"23.0","4.30",2,0,0,0,2,25,5,0,97,25,10,11,0,0,0
"1699","2024","Luis Ivan Rodriguez","JAL","P",15,15,"77.1","4.31",5,3,0,0,0,56,16,0,337,95,8,37,6,7,3
"1700","2024","Irving Machuca","CAM","P",32,0,"33.1","4.32",1,2,1,3,6,37,12,0,134,27,5,16,0,1,2
"1701","2024","Fabian Muniz","QRO","P",11,0,"8.1","4.32",0,0,0,0,1,7,4,0,35,7,0,4,0,1,0
"1702","2024","D.J. Snelten","OAX","P",25,0,"18.2","4.34",1,1,0,0,5,27,15,0,87,17,1,9,1,0,8
"1703","2024","Zach Mort","SLT","P",18,18,"87.0","4.34",8,4,0,0,0,79,19,0,372,110,10,42,1,3,4
"1704","2024","Daniel Zazueta","CAM","P",32,2,"29.0","4.34",1,1,0,0,1,23,11,0,127,32,1,14,1,2,3
"1705","2024","Isaac Jimenez","DUR","P",37,0,"33.0","4.36",1,2,0,2,6,23,13,2,145,41,4,16,1,5,5
"1706","2024","Luis Escobar","MVA","P",18,12,"63.2","4.38",4,3,0,0,0,35,32,0,280,66,10,31,4,9,6
"1707","2024","Jhon Romero","AGS","P",38,0,"39.0","4.38",4,4,7,12,2,45,14,1,160,31,7,19,0,4,1
"1708","2024","Jeremy Walker","LAG","P",9,9,"39.0","4.38",2,3,0,0,0,20,20,0,169,37,3,19,6,6,4
"1709","2024","Pablo Tellez","MVA","P",17,11,"51.0","4.41",5,3,0,0,0,47,20,0,224,57,7,25,1,5,2
"1710","2024","Vicente Valenzuela","TIG","P",37,1,"34.2","4.41",2,1,0,0,6,45,17,2,152,33,4,17,1,2,1
"1711","2024","Juan Pablo Oramas","TAB","P",18,18,"93.1","4.44",10,6,0,0,0,71,41,0,404,97,16,46,1,4,4
"1712","2024","Austin Hansen","JAL","P",29,0,"30.1","4.45",2,0,0,2,8,29,8,1,137,38,3,15,5,4,4
"1713","2024","Jose Bravo","MEX","P",11,11,"52.1","4.47",6,1,0,0,0,30,16,0,215,50,8,26,3,7,3
"1714","2024","Alejandro Soto","VER","P",15,10,"52.1","4.47",2,4,0,0,0,42,14,0,223,54,6,26,7,8,0
"1715","2024","Yunesky Maya","CAM","P",15,15,"74.1","4.48",5,7,0,0,0,49,31,0,327,74,10,37,6,5,3
"1716","2024","Diogenes Almengo","CAM","P",35,0,"36.0","4.50",1,3,9,11,4,28,15,3,152,37,2,18,1,6,1
"1717","2024","Geoff Broussard","LAR","P",45,0,"42.0","4.50",2,5,9,12,7,47,12,0,185,49,2,21,2,2,6
"1718","2024","Kenny Hernandez","PUE","P",26,1,"24.0","4.50",3,2,0,1,3,16,9,0,112,30,2,12,3,4,1
"1719","2024","Ivan Izaguirre","SLT","P",17,0,"20.0","4.50",0,0,0,0,0,16,4,0,78,16,2,10,1,2,1
"1720","2024","Richelson Peña","QRO","P",4,4,"18.0","4.50",1,0,0,0,0,8,2,0,79,24,2,9,0,2,1
"1721","2024","Dereck Rodríguez","JAL","P",16,16,"82.0","4.50",6,2,0,0,0,51,30,0,348,79,10,41,3,5,4
"1722","2024","Kevin McCarthy","LAR","P",18,15,"71.2","4.52",3,4,0,0,0,31,16,0,312,88,6,36,6,12,7
"1723","2024","Erick Casillas","VER","P",43,0,"39.2","4.54",5,3,0,2,7,30,23,3,175,40,2,20,3,5,4
"1724","2024","Alexandro Tovalin","YUC","P",42,0,"39.2","4.54",0,2,1,3,15,38,13,2,174,41,2,20,2,2,3
"1725","2024","Greg Veliz","AGS","P",29,0,"33.2","4.54",3,2,1,1,4,26,16,2,145,36,4,17,1,3,1
"1726","2024","Reza Aleaziz","OAX","P",38,0,"31.2","4.55",2,5,7,11,5,27,13,1,141,35,7,16,1,1,6
"1727","2024","Keury Mella","MTY","P",33,0,"29.2","4.55",3,1,0,0,6,7,17,1,132,31,2,15,1,4,4
"1728","2024","Anibal Cervantes","SLT","P",12,3,"27.2","4.55",1,1,0,0,0,15,10,0,128,38,2,14,1,4,2
"1729","2024","Alex Claudio","MEX","P",32,0,"27.2","4.55",2,3,0,2,6,18,7,3,115,29,4,14,1,5,2
"1730","2024","Phillips Valdez","VER","P",16,16,"77.0","4.56",7,5,0,0,0,35,23,0,333,83,11,39,7,15,1
"1731","2024","Michael Boyle","YUC","P",22,0,"19.2","4.58",2,1,0,0,8,15,6,0,86,22,1,10,0,2,2
"1732","2024","Jesus Valles","TIG","P",21,3,"31.1","4.60",1,1,0,1,2,24,19,2,147,37,5,16,1,2,3
"1733","2024","Joey Pulido","MVA","P",26,0,"29.1","4.60",0,0,0,1,1,22,8,0,119,27,5,15,1,3,2
"1734","2024","Fred Villarreal","TAB","P",35,0,"29.1","4.60",1,2,0,2,4,27,18,1,137,28,3,15,5,3,4
"1735","2024","Jimmy Yacabonis","MEX","P",38,0,"43.0","4.60",4,1,0,1,12,38,14,0,183,45,5,22,3,6,4
"1736","2024","Félix Paulino","TIG","P",11,0,"11.2","4.63",1,3,1,3,0,11,3,0,54,18,1,6,0,1,1
"1737","2024","Fernando Abad","SLT","P",42,0,"40.2","4.65",2,1,3,5,13,31,7,1,173,45,2,21,1,2,2
"1738","2024","Adolfo Ramirez","VER","P",15,0,"19.1","4.66",1,1,1,1,0,25,17,0,97,19,3,10,2,0,2
"1739","2024","Edgar Santana","PUE","P",48,0,"48.1","4.66",2,2,0,2,10,27,9,1,212,60,8,25,1,4,3
"1740","2024","Jesus Vargas","PUE","P",20,16,"87.0","4.66",5,5,0,0,0,59,22,1,381,101,13,45,5,11,4
"1741","2024","Kevin Kelly","MTY","P",16,11,"52.0","4.67",1,3,0,0,0,39,36,1,246,55,6,27,5,6,5
"1742","2024","R.J. Martinez","TAB","P",26,5,"40.1","4.69",4,3,0,1,2,39,12,1,169,39,8,21,1,3,1
"1743","2024","Carlos Martinez","TAB","P",22,5,"46.0","4.70",2,4,0,1,3,36,13,2,205,51,5,24,3,4,8
"1744","2024","Odrisamer Despaigne","YUC","P",18,18,"98.2","4.74",3,7,0,0,0,78,29,0,426,101,8,52,7,8,5
"1745","2024","Samuel Burgos","MVA","P",3,0,"5.2","4.76",0,0,0,0,1,4,2,0,25,6,0,3,1,1,0
"1746","2024","Antonio Garzon","CHI","P",29,0,"22.2","4.76",1,1,1,2,2,11,10,0,101,24,1,12,3,5,3
"1747","2024","Braden Webb","LAG","P",18,18,"82.2","4.79",7,8,0,0,0,78,53,0,376,86,10,44,4,9,9
"1748","2024","Yoennis Yera","TAB","P",15,12,"61.2","4.82",1,4,0,0,0,60,23,2,270,68,9,33,1,6,3
"1749","2024","Fernando Lozano","PUE","P",16,13,"63.1","4.83",2,6,0,0,0,48,21,0,265,65,7,34,0,5,1
"1750","2024","Johan Castillo","TIG","P",5,5,"22.1","4.84",0,3,0,0,0,22,12,0,101,22,3,12,2,0,1
"1751","2024","Andrew Pérez","JAL","P",42,0,"35.1","4.84",0,2,0,2,12,34,18,0,156,40,2,19,2,8,1
"1752","2024","Max Kuhns","LEO","P",41,1,"39.0","4.85",1,2,0,4,9,51,22,1,184,47,2,21,1,2,6
"1753","2024","Esmil Rogers","VER","P",17,17,"91.0","4.85",6,7,0,0,0,55,29,0,390,94,10,49,3,10,5
"1754","2024","Felipe Gonzalez","LEO","P",15,12,"55.2","4.85",1,5,0,0,0,56,29,0,262,62,5,30,7,3,3
"1755","2024","Jose Isidro Marquez","TIG","P",38,0,"29.2","4.85",2,1,0,2,5,37,21,2,134,24,4,16,0,3,1
"1756","2024","Elvis Araujo","VER","P",11,10,"50.0","4.86",4,2,0,0,0,42,20,0,214,49,8,27,2,2,7
"1757","2024","Jonas Garibay","VER","P",31,0,"33.1","4.86",0,3,0,1,6,26,13,2,151,41,1,18,2,5,2
"1758","2024","Wendolyn Bautista","TIJ","P",16,12,"64.2","4.87",4,6,0,0,0,64,32,0,277,58,6,35,1,5,4
"1759","2024","Braulio Torres-Perez","SLT","P",17,17,"82.2","4.90",4,4,0,0,0,60,23,0,349,86,9,45,3,5,3
"1760","2024","Jorge Tavarez","MVA","P",14,11,"51.1","4.91",4,4,0,1,0,42,20,0,215,47,3,28,4,4,4
"1761","2024","Jake Thompson","LEO","P",13,13,"58.2","4.91",3,5,0,0,0,32,22,0,274,77,7,32,3,5,3
"1762","2024","Gabriel Ynoa","PUE","P",19,19,"91.2","4.91",9,4,0,0,0,43,28,2,412,127,16,50,2,11,2
"1763","2024","Luis Romero","QRO","P",10,10,"40.0","4.95",2,2,0,0,0,27,21,0,187,51,2,22,2,6,6
"1764","2024","Odalvi Javier","OAX","P",29,7,"52.2","4.96",3,4,1,1,1,39,32,1,245,58,8,29,3,8,7
"1765","2024","Anhuar Garcia","YUC","P",11,0,"12.2","4.97",0,0,0,0,0,10,2,0,59,16,0,7,1,1,2
"1766","2024","Alex Colomé","MTY","P",40,0,"34.1","4.98",3,7,8,12,4,29,7,0,157,45,2,19,2,1,2
"1767","2024","Deyni Olivero","TIG","P",9,9,"39.2","4.99",2,7,0,0,0,30,16,0,185,47,3,22,3,5,2
