"","Year","Name","Team","POS","GP","GS","IP","ERA","W","L","SV","SVO","HLD","K","BB","IBB","BF","H","HR","ER","HBP","GIDP","WP"
"708","2022","Junior Guerra","LAR","P",16,16,"83.1","3.56",8,3,0,0,0,87,38,0,362,82,10,33,4,12,8
"709","2022","Anthony Carter","SLT","P",12,0,"10.0","3.60",0,0,4,5,3,7,4,1,47,13,1,4,0,1,1
"710","2022","Alejandro Chavarria","LAG","P",9,0,"10.0","3.60",0,0,0,0,0,7,5,0,55,14,1,4,3,0,1
"711","2022","Brody Koerner","LAR","P",1,1,"5.0","3.60",0,0,0,0,0,2,1,0,20,4,0,2,0,0,0
"712","2022","Carlos Hernandez","TIJ","P",27,2,"44.2","3.63",8,0,0,1,0,35,6,0,183,48,1,18,3,6,1
"713","2022","Isaac Jimenez","DUR","P",13,0,"12.1","3.65",0,1,0,1,3,11,2,0,57,17,1,5,1,1,2
"714","2022","Ivan Salas","MTY","P",24,0,"24.2","3.65",1,0,0,0,5,20,11,0,106,20,1,10,1,1,4
"715","2022","Josh A. Smith","LAG","P",8,8,"39.1","3.66",2,1,0,0,0,25,9,1,165,44,5,16,0,4,2
"716","2022","Taylor Cole","LAR","P",4,4,"14.2","3.68",2,1,0,0,0,13,4,0,67,19,0,6,1,0,1
"717","2022","Hector Sepulveda","PUE","P",4,3,"14.2","3.68",1,0,0,0,0,17,5,0,59,12,1,6,1,1,1
"718","2022","Buddy Baumann","MVA","P",8,8,"36.1","3.72",3,1,0,0,0,30,13,0,160,41,5,15,1,4,3
"719","2022","Diego Moreno","DUR","P",36,0,"36.1","3.72",3,2,12,15,0,39,10,0,153,36,1,15,0,4,0
"720","2022","Jeffry Nino","MEX","P",26,8,"52.2","3.76",3,0,0,0,3,68,37,0,237,48,1,22,8,7,6
"721","2022","Tanner Anderson","TIJ","P",9,9,"47.2","3.78",2,5,0,0,0,25,11,0,195,52,2,20,3,10,3
"722","2022","Manuel Baez","LAG","P",28,0,"33.0","3.82",1,0,0,1,0,22,10,2,156,43,4,14,0,2,4
"723","2022","Rafael Cordova","TAB","P",36,0,"33.0","3.82",4,3,1,5,11,22,7,2,146,33,5,14,5,0,1
"724","2022","Enrique Alanis","VER","P",2,1,"2.1","3.86",0,0,0,0,0,1,3,0,13,4,0,1,0,2,0
"725","2022","Cristian Alvarado","PUE","P",32,0,"30.1","3.86",2,0,0,2,6,29,10,0,131,29,5,13,3,3,1
"726","2022","Ozzie Mendez","DUR","P",41,0,"35.0","3.86",2,0,0,4,9,28,17,3,159,37,2,15,2,3,3
"727","2022","David Gutierrez","YUC","P",40,0,"39.0","3.92",3,4,1,4,6,32,8,0,166,45,6,17,1,2,1
"728","2022","Augusto Mendieta","PUE","P",17,0,"16.0","3.94",1,2,0,2,3,12,8,0,72,17,1,7,0,2,3
"729","2022","Reymin Guduan","TIJ","P",33,0,"29.2","3.94",1,3,13,17,0,34,10,0,135,34,5,13,0,1,4
"730","2022","Radhames Liz","YUC","P",15,15,"72.2","3.96",3,5,0,0,0,69,19,2,312,77,7,32,8,8,5
"731","2022","Juan Gámez","MTY","P",35,0,"31.1","4.02",3,1,0,1,8,31,21,1,141,26,1,14,3,1,3
"732","2022","Geoff Broussard","LAR","P",43,0,"46.2","4.05",8,3,0,3,13,51,16,0,197,40,3,21,5,3,3
"733","2022","Isaac Esqueda","MVA","P",9,1,"13.1","4.05",0,0,0,0,1,15,5,0,59,16,3,6,0,1,2
"734","2022","Jorge Rondon","YUC","P",44,2,"51.0","4.06",2,6,2,4,12,30,20,1,229,69,4,23,1,13,4
"735","2022","Jorge Castillo","MVA","P",11,8,"37.2","4.06",3,0,0,0,0,27,13,0,164,40,2,17,4,5,0
"736","2022","Juan Cossio","TIG","P",24,1,"37.0","4.14",3,2,0,0,0,35,14,2,150,32,5,17,0,3,0
"737","2022","Fabian Anguamea","TIG","P",37,0,"34.2","4.15",1,1,2,4,5,37,14,0,144,32,4,16,0,4,4
"738","2022","Bernardo Flores Jr.","MEX","P",7,6,"26.0","4.15",1,0,0,0,0,27,18,0,111,21,2,12,0,1,1
"739","2022","Felipe Gonzalez","MTY","P",12,0,"13.0","4.15",0,0,0,1,1,6,6,0,64,16,1,6,3,0,0
"740","2022","McKenzie Mills","TIG","P",16,16,"90.1","4.18",9,2,0,0,0,63,34,0,386,89,13,42,4,7,11
"741","2022","Nate Antone","LAR","P",21,12,"55.2","4.20",5,2,0,1,1,57,28,0,249,62,4,26,0,6,3
"742","2022","Alex Gallegos","LAG","P",24,1,"29.2","4.25",1,1,0,0,0,15,18,0,132,29,3,14,1,5,5
"743","2022","Jose Isidro Marquez","TAB","P",40,0,"36.0","4.25",1,1,0,1,6,29,19,0,168,44,4,17,5,5,1
"744","2022","Elvin Liriano","OAX","P",11,0,"12.2","4.26",1,1,2,3,1,16,6,1,53,10,3,6,0,1,0
"745","2022","Irving Machuca","CAM","P",20,0,"19.0","4.26",1,2,0,1,2,18,11,0,78,13,2,9,0,1,3
"746","2022","Manny Barreda","TIJ","P",17,17,"88.1","4.28",7,3,0,0,0,102,41,0,359,62,14,42,3,8,5
"747","2022","Luis Alberto Ramirez","LAR","P",16,0,"14.2","4.30",1,1,0,1,7,14,5,0,59,11,2,7,0,1,1
"748","2022","Juan Pablo Oramas","TAB","P",16,16,"79.0","4.33",3,4,0,0,0,67,22,1,352,92,13,38,3,3,2
"749","2022","Manuel Chavez","YUC","P",29,5,"45.2","4.34",2,3,0,1,6,51,26,3,202,44,3,22,3,3,4
"750","2022","Josh Lowey","MVA","P",6,5,"22.2","4.37",4,0,0,1,0,15,6,0,99,22,5,11,2,3,0
"751","2022","Salvador Valdez","AGS","P",14,3,"30.2","4.40",2,1,0,0,0,20,12,1,137,37,6,15,2,6,4
"752","2022","Pedro Fernandez","TIG","P",17,17,"95.2","4.42",8,4,0,0,0,103,25,0,393,93,16,47,4,12,4
"753","2022","Adrian Almeida","CAM","P",26,5,"40.2","4.43",0,3,0,0,5,42,33,0,194,38,2,20,4,6,13
"754","2022","Henderson Alvarez III","YUC","P",17,17,"91.1","4.43",7,4,0,0,0,43,14,0,392,114,11,45,9,18,2
"755","2022","Wilmer Rios","MVA","P",16,16,"88.2","4.47",9,4,0,0,0,52,14,0,365,94,14,44,2,10,3
"756","2022","Leuris Gomez","LEO","3B",11,11,"48.1","4.47",1,3,0,0,0,41,14,0,211,57,6,24,2,10,3
"757","2022","Ferrol Heredia","YUC","P",2,0,"2.0","4.50",0,0,0,0,0,1,1,0,8,1,1,1,0,0,0
"758","2022","Erik Martinez","MVA","P",10,0,"10.0","4.50",0,0,0,0,0,9,7,0,51,11,1,5,3,0,2
"759","2022","David Reyes","VER","P",17,17,"96.2","4.56",8,6,0,0,0,67,38,0,416,90,16,49,0,4,4
"760","2022","Marco Quintanar","PUE","P",28,0,"23.2","4.56",0,1,0,0,8,14,13,2,108,24,0,12,1,2,5
"761","2022","Kurt Heyer","PUE","P",17,16,"82.1","4.59",7,2,0,0,1,51,28,0,352,88,9,42,1,7,3
"762","2022","Gonzalo Sanudo","DUR","P",27,0,"25.1","4.62",3,2,1,2,4,15,7,1,111,28,2,13,2,4,0
"763","2022","Oscar Felix","GDL","P",13,0,"11.2","4.63",0,1,0,0,1,10,4,0,50,12,2,6,2,1,1
"764","2022","Loiger Padron","LAG","P",35,0,"35.0","4.63",7,2,0,3,9,37,10,4,145,31,3,18,1,3,2
"765","2022","Peter Tago","LAG","P",34,0,"35.0","4.63",7,2,0,3,13,31,21,1,151,30,3,18,3,3,4
"766","2022","Elian Leyva","YUC","P",14,14,"71.2","4.65",5,6,0,0,0,69,16,0,305,77,10,37,2,4,2
"767","2022","Rogelio Martinez","OAX","P",12,0,"15.1","4.70",1,0,0,0,0,6,7,0,69,19,5,8,1,2,4
"768","2022","Jose A. Flores","LAR","P",17,17,"80.0","4.73",4,4,0,0,0,56,22,0,358,105,8,42,1,9,9
"769","2022","Wendell Floranus","TIG","P",33,1,"34.0","4.76",3,2,17,20,0,33,18,1,151,35,7,18,0,4,1
"770","2022","Shungo Fukunaga","GDL","P",4,1,"11.1","4.76",0,0,0,0,0,10,2,0,45,12,1,6,0,2,0
"771","2022","Gonzalez Germen","OAX","P",3,3,"17.0","4.76",1,0,0,0,0,16,7,0,73,17,4,9,0,0,1
"772","2022","Tyson Perez","TIJ","P",5,0,"5.2","4.76",0,0,0,0,0,1,3,0,25,5,1,3,0,0,0
"773","2022","Arturo Reyes","TIJ","P",15,9,"47.0","4.79",1,1,0,0,0,31,19,0,212,54,5,25,1,4,4
"774","2022","Norman Elenes","MTY","P",42,0,"41.1","4.79",2,5,0,2,11,36,12,0,180,50,7,22,0,6,6
"775","2022","Fernando Salas","TAB","P",33,0,"30.0","4.80",2,3,20,25,0,32,13,0,127,28,5,16,0,4,0
"776","2022","Linder Castro","AGS","P",18,8,"43.0","4.81",0,3,0,0,0,54,29,1,199,43,12,23,0,3,2
"777","2022","Ruddy Acosta","PUE","P",16,12,"63.1","4.83",5,2,0,0,0,44,18,0,278,78,8,34,1,8,7
"778","2022","Irwin Delgado","SLT","P",28,3,"52.0","4.85",1,2,0,0,3,40,26,1,235,59,9,28,2,6,5
"779","2022","David Huff","MEX","P",21,11,"74.0","4.86",6,1,1,2,1,53,30,0,321,83,10,40,2,13,3
"780","2022","Miguel Aguilar","MTY","P",19,1,"22.0","4.91",1,0,0,0,0,13,8,0,97,25,1,12,0,1,0
"781","2022","Refugio Marin","TAB","P",18,0,"22.0","4.91",1,1,0,0,0,18,16,1,102,21,4,12,3,3,1
"782","2022","Jesus Sainz","LEO","P",28,0,"31.0","4.94",2,0,0,0,1,22,30,1,149,34,2,17,3,8,5
"783","2022","Gerardo Sanchez","OAX","P",35,0,"27.1","4.94",5,3,1,5,4,22,10,1,116,29,2,15,4,5,5
"784","2022","Roman Mendez","SLT","P",38,0,"41.1","5.01",4,0,1,9,9,33,16,1,187,49,6,23,1,2,2
"785","2022","Kyle Lobstein","TIJ","P",13,4,"23.1","5.01",1,2,0,0,0,31,16,0,116,27,3,13,3,0,6
"786","2022","Bryan Menendez","LAR","P",22,4,"46.1","5.05",2,0,0,2,2,38,16,0,202,51,9,26,2,3,0
"787","2022","Fabian Cota","MEX","P",30,8,"49.1","5.11",3,2,0,0,3,41,17,0,218,51,5,28,3,5,5
"788","2022","Gabino Avalos","LAR","P",15,13,"51.0","5.12",3,2,0,0,0,41,24,0,230,61,7,29,2,5,2
"789","2022","Chris Nunn","MVA","P",24,2,"38.1","5.17",0,4,4,6,6,55,23,0,174,35,4,22,1,2,7
"790","2022","Esteban Bloch","OAX","P",28,1,"47.0","5.17",2,4,1,3,1,30,18,1,208,53,9,27,2,5,6
"791","2022","Terance Marin","TIG","P",14,12,"62.1","5.20",4,2,0,0,0,16,19,0,273,75,10,36,5,13,3
"792","2022","Jesús Reyes","MVA","P",15,8,"43.0","5.23",4,1,0,0,0,38,22,1,198,47,6,25,3,8,2
"793","2022","Casey Harman","LAG","P",11,11,"49.2","5.26",4,0,0,0,0,33,13,0,220,66,12,29,1,4,0
"794","2022","Jonathan Vargas","LEO","P",29,7,"56.1","5.27",6,6,3,3,1,44,25,0,252,64,7,33,3,8,4
"795","2022","Williams Pérez","LAR","P",14,14,"61.1","5.28",4,5,0,0,0,67,28,0,281,76,6,36,7,11,3
"796","2022","Manuel Flores","CAM","P",17,17,"90.0","5.30",4,8,0,0,0,58,18,0,401,119,13,53,3,5,2
"797","2022","Jose Carlos Medina","AGS","P",16,16,"67.2","5.32",5,5,0,0,0,49,37,0,308,80,10,40,4,11,7
"798","2022","Ariel Gracia","OAX","P",21,1,"27.0","5.33",1,2,0,0,0,24,14,0,125,33,3,16,0,2,6
"799","2022","Hector Lujan","MVA","P",27,0,"28.2","5.34",2,3,0,0,1,29,4,0,127,40,6,17,0,4,1
"800","2022","Gabriel Ynoa","PUE","P",18,17,"86.0","5.34",7,6,0,0,0,54,18,0,368,95,16,51,3,6,4
"801","2022","Jonas Garibay","YUC","P",21,0,"30.1","5.34",1,2,0,0,2,24,11,0,141,44,6,18,3,4,4
"802","2022","Gerardo Gutierrez","LAR","P",22,2,"40.0","5.40",5,0,0,1,2,24,18,1,181,42,6,24,6,3,3
"803","2022","Aldo Montes","LAG","P",17,17,"86.2","5.40",6,7,0,0,0,64,28,0,396,89,13,52,20,8,8
"804","2022","Raul Carrillo","TIG","P",16,15,"76.0","5.45",3,4,0,0,0,57,28,2,344,97,15,46,1,6,4
"805","2022","Matt Pobereyko","LEO","P",29,0,"34.2","5.45",4,4,8,13,0,43,16,1,158,30,8,21,3,0,4
"806","2022","Raul Barron","TIG","P",30,0,"28.0","5.46",1,4,1,3,14,17,14,0,122,31,4,17,0,7,1
"807","2022","Tyler Alexander","TIJ","P",11,11,"51.0","5.47",4,1,0,0,0,50,17,0,224,58,9,31,1,7,4
"808","2022","Nick Struck","TIJ","P",18,18,"91.2","5.50",8,4,0,0,0,64,35,0,421,113,14,56,10,10,5
"809","2022","Winston Lavendier","GDL","P",41,2,"49.0","5.51",3,5,0,1,5,49,26,1,232,59,9,30,1,3,8
"810","2022","Juan Robles","DUR","P",32,0,"31.0","5.52",3,2,0,0,3,26,11,1,147,43,4,19,1,2,3
"811","2022","Vicente Valenzuela","TIG","P",6,2,"13.0","5.54",1,1,0,0,0,13,5,0,57,18,2,8,1,1,1
"812","2022","Hector Villalobos","CAM","P",16,1,"22.2","5.56",1,0,0,0,0,23,11,0,102,25,2,14,1,5,1
"813","2022","Braulio Torres-Perez","PUE","P",19,19,"89.0","5.56",2,5,0,0,0,93,35,0,403,106,13,55,6,9,1
"814","2022","Jesus Martinez","MTY","P",33,0,"29.0","5.59",2,2,0,1,2,27,17,0,123,21,3,18,5,5,5
"815","2022","Francisco Haro","MEX","P",19,17,"93.1","5.59",4,6,0,0,0,76,20,0,417,117,10,58,7,6,4
"816","2022","Esmil Rogers","MTY","P",15,14,"72.1","5.60",3,5,0,0,0,46,19,0,322,101,13,45,3,10,4
"817","2022","Humberto Mejía","TIJ","P",11,11,"61.0","5.61",3,4,0,0,0,45,20,0,262,66,10,38,2,6,2
"818","2022","Nico Tellache","DUR","P",16,15,"79.2","5.65",6,3,0,0,0,50,25,0,341,92,12,50,1,14,1
"819","2022","Manuel Valdez","TIG","P",35,0,"27.0","5.67",2,0,0,2,8,24,16,1,123,26,5,17,2,3,3
"820","2022","Darel Torres","TIG","P",24,7,"49.0","5.69",7,4,0,0,1,42,26,1,219,53,6,31,0,5,1
"821","2022","Chandler Shepherd","MVA","P",4,4,"17.1","5.71",1,1,0,0,0,12,5,0,77,23,4,11,0,1,1
"822","2022","Eduardo Vera","MVA","P",16,16,"78.2","5.72",6,4,0,0,0,48,25,0,343,95,14,50,3,10,2
"823","2022","Matt Tenuta","GDL","P",18,18,"84.1","5.76",5,5,0,0,0,60,38,0,392,113,13,54,5,19,4
"824","2022","Alemao Hernandez","MEX","P",15,12,"60.2","5.79",4,3,0,0,0,36,22,1,276,83,7,39,3,9,6
"825","2022","Heriberto Ruelas","LAR","P",28,0,"21.2","5.82",1,1,0,1,7,22,8,0,97,28,3,14,2,2,6
"826","2022","Jose Pina","VER","P",22,6,"49.1","5.84",2,4,0,0,2,34,16,0,222,63,12,32,7,8,5
"827","2022","Elkin Alcala","VER","P",27,7,"50.2","5.86",2,2,1,2,6,42,28,0,243,57,7,33,6,1,4
"828","2022","Andres Ivan Meza","TAB","P",15,15,"66.0","5.86",3,5,0,0,0,36,16,0,288,85,7,43,3,4,1
"829","2022","Erick Preciado","PUE","P",30,0,"30.2","5.87",1,1,1,2,5,34,10,0,135,36,5,20,2,2,3
"830","2022","Oscar Hurtado","TAB","P",14,1,"21.1","5.91",0,1,0,0,0,12,20,1,105,23,2,14,0,2,3
"831","2022","Jheyson Manzueta","LEO","P",18,17,"85.1","5.91",3,4,0,0,0,66,28,1,383,106,14,56,8,11,4
"832","2022","Brandon Quintero","AGS","P",34,0,"30.1","5.93",2,2,0,3,12,22,17,2,150,42,6,20,2,5,4
"833","2022","Miguel Vazquez","GDL","P",30,0,"30.1","5.93",3,1,0,1,2,22,12,1,134,34,4,20,4,4,1
"834","2022","Zach Phillips","AGS","P",34,0,"31.2","5.97",4,4,1,3,5,42,16,2,154,43,4,21,2,3,4
"835","2022","Rogelio Armenteros","OAX","P",5,2,"15.0","6.00",0,1,0,0,1,17,2,0,64,18,2,10,0,0,0
"836","2022","Severino González","OAX","P",12,0,"12.0","6.00",0,1,1,2,5,11,8,2,58,17,4,8,0,3,0
"837","2022","Conner Greene","MEX","P",12,0,"12.0","6.00",2,0,0,0,4,9,6,0,55,16,1,8,0,2,1
"838","2022","Deivy Mendez","AGS","P",12,0,"12.0","6.00",0,1,0,1,4,16,10,1,58,12,0,8,3,2,4
"839","2022","Jorgan Cavanerio","AGS","P",5,4,"22.1","6.04",2,2,0,0,0,18,8,1,100,30,4,15,0,3,1
"840","2022","Jake Sanchez","MTY","P",45,0,"41.2","6.05",7,4,0,4,8,43,14,0,187,51,7,28,5,4,3
"841","2022","Joey Wagman","LEO","P",10,9,"35.2","6.06",2,2,0,0,0,19,17,0,160,43,5,24,5,7,3
"842","2022","Adrian Gusman","MTY","P",20,8,"40.0","6.08",1,2,0,1,4,35,15,1,181,51,4,27,3,7,1
"843","2022","Henry Centeno","GDL","P",17,17,"90.1","6.08",5,5,0,0,0,74,34,1,415,112,18,61,4,6,4
"844","2022","Joshua Corrales","LAG","P",22,8,"47.1","6.08",3,3,0,1,3,41,34,1,222,51,4,32,1,8,3
"845","2022","Felipe Arredondo","TIG","P",36,0,"38.1","6.10",4,3,0,5,8,17,12,2,169,48,3,26,3,1,1
"846","2022","Miguel Esparza","LAG","P",14,0,"17.2","6.11",0,0,0,0,0,20,16,0,84,18,2,12,1,4,3
"847","2022","Adrian De Horta","MEX","P",8,0,"7.1","6.14",0,1,0,0,2,8,4,0,31,6,2,5,1,0,0
"848","2022","Gonzalo Ochoa","MEX","P",23,2,"30.2","6.16",4,2,1,1,0,22,9,0,141,43,3,21,3,6,3
"849","2022","Lisalverto Bonilla","VER","P",13,13,"54.0","6.17",2,5,0,0,0,44,28,0,265,74,4,37,7,6,9
"850","2022","Dallas Martinez","MTY","P",12,9,"39.0","6.23",1,0,0,0,0,22,16,0,170,40,4,27,0,3,3
"851","2022","Ivan Zavala","VER","P",38,0,"30.1","6.23",2,0,0,2,7,19,11,2,146,39,6,21,8,2,0
"852","2022","Michael Devine","VER","P",13,13,"58.2","6.29",3,7,0,0,0,41,16,1,258,72,13,41,3,7,1
"853","2022","Gabriel Garcia","MTY","P",13,13,"58.2","6.29",4,4,0,0,0,44,17,0,252,67,12,41,0,4,0
"854","2022","Carlos Viera","SLT","P",21,17,"86.2","6.33",4,7,0,1,2,48,30,1,392,114,16,61,6,18,9
"855","2022","Felix Doubront","SLT","P",15,15,"76.2","6.34",6,5,0,0,0,71,29,1,363,119,12,54,2,11,3
"856","2022","Javier Solano","TAB","P",18,18,"92.0","6.36",4,9,0,0,0,52,22,0,419,123,16,65,5,4,7
"857","2022","David Richardson","VER","P",21,10,"46.2","6.36",3,5,2,3,2,45,37,0,230,54,8,33,2,4,11
"858","2022","Brayan Munoz","TIG","P",29,0,"29.2","6.37",0,2,5,6,5,19,14,0,136,35,4,21,0,2,0
"859","2022","Elvis Araujo","LEO","P",17,14,"60.2","6.38",3,5,0,0,0,65,36,0,288,79,9,43,3,9,6
"860","2022","Anibal Cervantes","LEO","P",31,3,"49.1","6.39",1,2,0,0,4,38,19,0,232,64,3,35,2,3,6
"861","2022","Mario Meza","SLT","P",17,0,"12.2","6.39",1,0,0,0,3,9,5,0,61,16,3,9,1,1,2
"862","2022","Ryan Kussmaul","AGS","P",7,0,"7.0","6.43",0,0,3,3,0,4,1,0,30,8,1,5,0,0,1
"863","2022","Bradley Gonzales","LEO","P",16,4,"29.1","6.44",1,2,0,0,3,28,22,0,136,31,2,21,1,3,7
"864","2022","Ignacio Marrujo","TAB","P",13,12,"47.0","6.51",4,3,0,0,0,29,17,0,217,62,9,34,4,4,2
"865","2022","Jason Gurka","GDL","P",41,0,"29.0","6.52",1,1,2,2,7,36,22,3,149,37,3,21,3,2,6
"866","2022","Jonathan Partida","OAX","P",25,0,"19.1","6.52",1,2,0,1,3,20,13,2,101,26,2,14,1,1,3
"867","2022","Lemuel Mondaca","CAM","P",11,2,"24.2","6.57",2,1,0,0,0,12,12,0,115,33,5,18,2,4,3
"868","2022","Ryan Flores","DUR","P",5,5,"20.1","6.64",0,2,0,0,0,13,13,0,93,24,1,15,3,2,2
"869","2022","Francisco Moreno","TAB","P",22,0,"20.1","6.64",3,3,0,2,2,16,8,1,93,21,3,15,4,1,1
"870","2022","Jesus Garcia","DUR","P",34,0,"25.2","6.66",2,0,0,0,2,16,20,3,129,29,2,19,4,5,2
"871","2022","Carlos De Leon","TIG","P",17,10,"52.2","6.66",4,3,0,0,0,30,22,0,252,76,9,39,5,7,5
"872","2022","Nestor Anguamea","GDL","P",22,6,"45.2","6.70",0,3,0,0,1,34,27,0,223,62,12,34,1,8,4
"873","2022","Jesus Barraza","VER","P",36,0,"30.2","6.75",1,2,0,1,5,24,17,0,140,34,6,23,0,1,5
"874","2022","Hunter Cervenka","YUC","P",3,0,"2.2","6.75",0,0,0,0,1,4,2,0,15,6,0,2,0,0,1
"875","2022","Jonathan Frutos","MEX","P",2,0,"1.1","6.75",0,0,0,0,0,1,1,0,7,1,0,1,1,0,0
"876","2022","Edgar Gonzalez","SLT","P",20,13,"58.2","6.75",1,4,0,0,2,43,24,1,287,85,16,44,2,3,7
"877","2022","Antonio Guzman","PUE","P",18,0,"16.0","6.75",2,2,0,0,0,18,13,0,83,22,3,12,3,0,8
"878","2022","Ricardo Hernandez","AGS","P",19,2,"28.0","6.75",1,1,0,1,1,19,20,0,129,28,5,21,2,4,4
"879","2022","Henry Sosa","MEX","P",5,4,"20.0","6.75",1,1,0,0,0,15,7,0,89,25,1,15,0,2,2
"880","2022","Yoanner Negrin","YUC","P",18,17,"82.1","6.78",4,4,0,0,0,51,33,1,380,106,12,62,8,8,6
"881","2022","Francis Martes","OAX","P",17,16,"71.2","6.78",5,2,0,0,0,89,59,0,333,60,9,54,6,5,12
"882","2022","Sasagi Sanchez","MEX","P",41,0,"39.2","6.81",4,4,1,6,7,41,22,2,192,53,7,30,3,2,3
"883","2022","Christian Prado","YUC","P",27,3,"37.0","6.81",4,3,0,0,4,30,19,0,156,32,5,28,1,3,4
"884","2022","Roman Pena","OAX","RF",36,1,"27.2","6.83",3,3,0,1,6,16,14,0,137,42,7,21,2,3,1
"885","2022","Ronald Peña","SLT","P",21,0,"21.0","6.86",1,2,6,8,1,27,11,0,97,24,5,16,1,1,5
"886","2022","David Holmberg","PUE","P",5,5,"19.2","6.86",1,1,0,0,0,12,7,0,91,31,2,15,3,7,0
"887","2022","Juan Rodriguez","GDL","P",26,0,"32.2","6.89",2,0,1,2,1,19,17,1,160,48,2,25,1,5,2
"888","2022","Jake Thompson","YUC","P",16,14,"61.0","6.93",5,4,0,0,0,49,28,0,287,78,9,47,5,7,1
"889","2022","Oscar Armenta","LEO","P",19,0,"11.2","6.94",0,1,0,0,0,6,12,1,63,18,2,9,1,3,1
"890","2022","Pablo Tellez","LEO","P",17,4,"32.1","6.96",2,2,0,0,0,28,10,0,156,49,7,25,3,3,3
"891","2022","Rafael Pineda","LAG","P",27,10,"53.0","6.96",3,5,0,2,2,45,20,1,244,62,6,41,7,5,4
"892","2022","Demetrio Gutierrez","CAM","P",9,9,"43.2","7.01",3,3,0,0,0,28,13,0,206,67,10,34,2,2,1
"893","2022","Erick Casillas","OAX","P",25,0,"24.1","7.03",1,1,0,2,1,27,12,1,113,30,3,19,1,1,6
"894","2022","Onelki Garcia","YUC","P",6,6,"24.1","7.03",1,0,0,0,0,7,8,0,107,29,3,19,2,5,1
"895","2022","Jenrry Mejia","SLT","P",33,0,"32.0","7.03",3,5,9,11,2,27,14,1,149,40,7,25,2,5,2
"896","2022","Luis Perez Ruiz","CAM","P",27,0,"29.1","7.06",1,2,0,1,2,10,25,0,147,37,3,23,3,2,11
"897","2022","Hayato Takagi","LEO","P",10,9,"42.0","7.07",2,2,0,0,0,24,26,0,199,46,15,33,3,4,8
"898","2022","Daniel Flores","CAM","P",11,6,"34.1","7.08",0,3,0,0,1,18,21,0,165,40,3,27,2,2,7
"899","2022","Cristian Castillo","MTY","P",19,8,"50.2","7.11",3,3,0,0,1,45,19,0,238,74,10,40,1,7,4
"900","2022","Jonathan Lopez","MVA","P",13,0,"12.2","7.11",0,0,0,1,0,7,6,0,61,19,1,10,1,2,4
"901","2022","Miguel Pena","SLT","P",18,18,"78.1","7.12",6,7,0,0,0,59,25,1,374,118,15,62,5,7,4
"902","2022","Antonio Garzon","CAM","P",37,0,"27.2","7.16",1,1,1,4,5,24,8,1,132,42,5,22,4,5,5
"903","2022","Jeremy Rhoades","GDL","P",28,3,"42.2","7.17",2,4,7,11,0,41,25,4,199,45,5,34,3,1,9
"904","2022","Martin Buitimea","SLT","P",29,5,"46.1","7.19",2,5,0,2,0,29,24,0,229,61,10,37,9,4,6
"905","2022","Juan Delgadillo","TAB","P",11,0,"13.2","7.24",0,1,0,0,0,9,7,0,63,18,3,11,0,1,0
"906","2022","Kyle Halbohn","CAM","P",17,0,"13.2","7.24",1,1,3,4,2,8,5,0,63,20,2,11,0,2,2
"907","2022","Luis Escobar","TAB","P",6,6,"22.1","7.25",2,2,0,0,0,12,17,0,112,28,2,18,1,2,2
"908","2022","Luis Angel Verdugo","CAM","P",10,5,"26.0","7.27",1,4,0,0,0,20,18,0,130,37,2,21,1,4,5
"909","2022","Zach Hartman","DUR","P",34,0,"29.2","7.28",4,2,3,4,2,21,18,4,142,39,8,24,2,6,2
"910","2022","Samuel Zazueta","TIJ","P",9,3,"19.2","7.32",0,1,0,1,0,17,7,0,88,23,9,16,0,2,1
"911","2022","Juan Pineda","VER","P",12,6,"23.1","7.33",0,1,0,0,0,14,12,0,113,32,7,19,0,1,2
"912","2022","Enrique Burgos","YUC","P",8,0,"7.1","7.36",0,0,0,0,0,5,5,1,34,8,0,6,1,0,2
"913","2022","Jeremy Jeffress","MEX","P",17,0,"18.1","7.36",3,2,0,3,2,17,13,0,94,25,2,15,0,2,3
"914","2022","Angel Ortiz","CAM","P",11,0,"11.0","7.36",1,1,1,1,1,7,10,0,59,16,1,9,0,0,2
"915","2022","Alex Reyes","LEO","P",48,0,"47.2","7.36",4,2,0,5,9,22,34,0,228,61,9,39,1,6,5
"916","2022","Esteban Haro","PUE","P",38,0,"31.2","7.39",1,3,3,8,11,18,17,2,160,52,8,26,0,3,2
"917","2022","Hector Velázquez","MVA","P",16,8,"45.0","7.40",4,3,0,1,2,43,22,1,207,61,7,37,1,8,3
"918","2022","Jordan Suarez","LAG","P",18,0,"20.2","7.40",0,1,0,0,0,20,11,0,100,30,5,17,0,4,3
"919","2022","Wendolyn Bautista","DUR","P",17,17,"84.2","7.44",3,8,0,0,0,77,29,1,401,129,17,70,3,10,4
"920","2022","Jorge Perez","OAX","P",14,11,"50.2","7.46",3,3,0,0,1,26,24,0,241,67,10,42,1,6,4
"921","2022","Augie Gallardo","LEO","P",8,0,"6.0","7.50",1,0,0,0,1,3,3,0,30,9,3,5,4,3,0
"922","2022","Luis Gamez","LAG","P",17,17,"75.0","7.56",5,5,0,0,0,44,45,0,380,109,8,63,9,11,3
"923","2022","Carlos Stiff Rodriguez","VER","P",35,0,"27.1","7.57",0,0,0,0,13,24,14,1,125,33,8,23,4,6,2
"924","2022","Rintaro Hirama","OAX","P",5,5,"19.0","7.58",1,3,0,0,0,11,11,0,93,29,1,16,1,1,2
